"Titre de tracé : 20156686"
"#","Date Heure, GMT-04:00","Temp., °C (LGR S/N: 20156686, SEN S/N: 20156686)","Coupleur détaché (LGR S/N: 20156686)","Coupleur attaché (LGR S/N: 20156686)","Hôte connecté (LGR S/N: 20156686)","Arrêté (LGR S/N: 20156686)","Fin de fichier (LGR S/N: 20156686)"
325,07/06/19 02:55:34 AM,1.003,,,,,
326,07/06/19 03:25:34 AM,0.893,,,,,
327,07/06/19 03:55:34 AM,0.893,,,,,
328,07/06/19 04:25:34 AM,0.784,,,,,
329,07/06/19 04:55:34 AM,0.784,,,,,
330,07/06/19 05:25:34 AM,0.784,,,,,
331,07/06/19 05:55:34 AM,0.784,,,,,
332,07/06/19 06:25:34 AM,1.003,,,,,
333,07/06/19 06:55:34 AM,1.221,,,,,
334,07/06/19 07:25:34 AM,1.439,,,,,
335,07/06/19 07:55:34 AM,1.764,,,,,
336,07/06/19 08:25:34 AM,2.088,,,,,
337,07/06/19 08:55:34 AM,2.410,,,,,
338,07/06/19 09:25:34 AM,2.837,,,,,
339,07/06/19 09:55:34 AM,3.155,,,,,
340,07/06/19 10:25:34 AM,3.472,,,,,
341,07/06/19 10:55:34 AM,3.893,,,,,
342,07/06/19 11:25:34 AM,3.998,,,,,
343,07/06/19 11:55:34 AM,4.207,,,,,
344,07/06/19 12:25:34 PM,4.415,,,,,
345,07/06/19 12:55:34 PM,4.519,,,,,
346,07/06/19 01:25:34 PM,4.727,,,,,
347,07/06/19 01:55:34 PM,4.831,,,,,
348,07/06/19 02:25:34 PM,4.934,,,,,
349,07/06/19 02:55:34 PM,5.141,,,,,
350,07/06/19 03:25:34 PM,5.347,,,,,
351,07/06/19 03:55:34 PM,5.347,,,,,
352,07/06/19 04:25:34 PM,5.347,,,,,
353,07/06/19 04:55:34 PM,5.141,,,,,
354,07/06/19 05:25:34 PM,5.141,,,,,
355,07/06/19 05:55:34 PM,5.141,,,,,
356,07/06/19 06:25:34 PM,4.934,,,,,
357,07/06/19 06:55:34 PM,4.831,,,,,
358,07/06/19 07:25:34 PM,4.519,,,,,
359,07/06/19 07:55:34 PM,4.311,,,,,
360,07/06/19 08:25:34 PM,3.788,,,,,
361,07/06/19 08:55:34 PM,3.367,,,,,
362,07/06/19 09:25:34 PM,3.261,,,,,
363,07/06/19 09:55:34 PM,3.049,,,,,
364,07/06/19 10:25:34 PM,2.837,,,,,
365,07/06/19 10:55:34 PM,2.730,,,,,
366,07/06/19 11:25:34 PM,2.624,,,,,
367,07/06/19 11:55:34 PM,2.410,,,,,
368,07/07/19 12:25:34 AM,2.303,,,,,
369,07/07/19 12:55:34 AM,2.195,,,,,
370,07/07/19 01:25:34 AM,2.088,,,,,
371,07/07/19 01:55:34 AM,2.088,,,,,
372,07/07/19 02:25:34 AM,1.872,,,,,
373,07/07/19 02:55:34 AM,1.764,,,,,
374,07/07/19 03:25:34 AM,1.764,,,,,
375,07/07/19 03:55:34 AM,1.656,,,,,
376,07/07/19 04:25:34 AM,1.548,,,,,
377,07/07/19 04:55:34 AM,1.548,,,,,
378,07/07/19 05:25:34 AM,1.548,,,,,
379,07/07/19 05:55:34 AM,1.439,,,,,
380,07/07/19 06:25:34 AM,1.548,,,,,
381,07/07/19 06:55:34 AM,1.872,,,,,
382,07/07/19 07:25:34 AM,2.088,,,,,
383,07/07/19 07:55:34 AM,2.088,,,,,
384,07/07/19 08:25:34 AM,2.088,,,,,
385,07/07/19 08:55:34 AM,2.195,,,,,
386,07/07/19 09:25:34 AM,2.410,,,,,
387,07/07/19 09:55:34 AM,2.517,,,,,
388,07/07/19 10:25:34 AM,2.624,,,,,
389,07/07/19 10:55:34 AM,2.730,,,,,
390,07/07/19 11:25:34 AM,2.837,,,,,
391,07/07/19 11:55:34 AM,2.943,,,,,
