"Titre de tracé : 20177045"
"#","Date Heure, GMT-04:00","Temp., °C (LGR S/N: 20177045, SEN S/N: 20177045)","Pile OK (LGR S/N: 20177045)","Coupleur détaché (LGR S/N: 20177045)","Coupleur attaché (LGR S/N: 20177045)","Hôte connecté (LGR S/N: 20177045)","Arrêté (LGR S/N: 20177045)","Fin de fichier (LGR S/N: 20177045)"
1202,07/24/19 09:34:25 AM,17.950,,,,,,
1203,07/24/19 10:04:25 AM,18.901,,,,,,
1204,07/24/19 10:34:25 AM,19.662,,,,,,
1205,07/24/19 11:04:25 AM,19.758,,,,,,
1206,07/24/19 11:34:25 AM,19.662,,,,,,
1207,07/24/19 12:04:25 PM,19.948,,,,,,
1208,07/24/19 12:34:25 PM,20.043,,,,,,
1209,07/24/19 01:04:25 PM,19.853,,,,,,
1210,07/24/19 01:34:25 PM,19.472,,,,,,
1211,07/24/19 02:04:25 PM,19.282,,,,,,
1212,07/24/19 02:34:25 PM,19.092,,,,,,
1213,07/24/19 03:04:25 PM,18.521,,,,,,
1214,07/24/19 03:34:25 PM,18.331,,,,,,
1215,07/24/19 04:04:25 PM,18.236,,,,,,
1216,07/24/19 04:34:25 PM,18.045,,,,,,
1217,07/24/19 05:04:25 PM,17.760,,,,,,
1218,07/24/19 05:34:25 PM,17.475,,,,,,
1219,07/24/19 06:04:25 PM,17.284,,,,,,
1220,07/24/19 06:34:25 PM,16.903,,,,,,
1221,07/24/19 07:04:25 PM,16.713,,,,,,
1222,07/24/19 07:34:25 PM,17.855,,,,,,
1223,07/24/19 08:04:25 PM,19.092,,,,,,
1224,07/24/19 08:34:25 PM,19.758,,,,,,
1225,07/24/19 09:04:25 PM,20.043,,,,,,
1226,07/24/19 09:34:25 PM,20.424,,,,,,
1227,07/24/19 10:04:25 PM,20.805,,,,,,
1228,07/24/19 10:34:25 PM,21.378,,,,,,
1229,07/24/19 11:04:25 PM,21.664,,,,,,
1230,07/24/19 11:34:25 PM,21.760,,,,,,
1231,07/25/19 12:04:25 AM,21.760,,,,,,
1232,07/25/19 12:34:25 AM,20.996,,,,,,
1233,07/25/19 01:04:25 AM,19.948,,,,,,
1234,07/25/19 01:34:25 AM,19.092,,,,,,
1235,07/25/19 02:04:25 AM,18.331,,,,,,
1236,07/25/19 02:34:25 AM,17.570,,,,,,
1237,07/25/19 03:04:25 AM,16.999,,,,,,
1238,07/25/19 03:34:25 AM,16.332,,,,,,
1239,07/25/19 04:04:25 AM,15.760,,,,,,
1240,07/25/19 04:34:25 AM,15.282,,,,,,
1241,07/25/19 05:04:25 AM,14.804,,,,,,
1242,07/25/19 05:34:25 AM,14.325,,,,,,
1243,07/25/19 06:04:25 AM,13.942,,,,,,
1244,07/25/19 06:34:25 AM,13.558,,,,,,
1245,07/25/19 07:04:25 AM,13.269,,,,,,
1246,07/25/19 07:34:25 AM,13.269,,,,,,
1247,07/25/19 08:04:25 AM,14.134,,,,,,
1248,07/25/19 08:34:25 AM,15.378,,,,,,
1249,07/25/19 09:04:25 AM,16.618,,,,,,
1250,07/25/19 09:34:25 AM,17.094,,,,,,
1251,07/25/19 10:04:25 AM,17.189,,,,,,
1252,07/25/19 10:34:25 AM,17.570,,,,,,
1253,07/25/19 11:04:25 AM,17.760,,,,,,
1254,07/25/19 11:34:25 AM,17.950,,,,,,
1255,07/25/19 12:04:25 PM,18.236,,,,,,
1256,07/25/19 12:34:25 PM,18.616,,,,,,
1257,07/25/19 01:04:25 PM,18.806,,,,,,
1258,07/25/19 01:34:25 PM,18.806,,,,,,
1259,07/25/19 02:04:25 PM,18.996,,,,,,
1260,07/25/19 02:34:25 PM,18.711,,,,,,
1261,07/25/19 03:04:25 PM,18.426,,,,,,
1262,07/25/19 03:34:25 PM,18.711,,,,,,
1263,07/25/19 04:04:25 PM,18.996,,,,,,
1264,07/25/19 04:34:25 PM,19.187,,,,,,
1265,07/25/19 05:04:25 PM,19.472,,,,,,
1266,07/25/19 05:34:25 PM,19.662,,,,,,
1267,07/25/19 06:04:25 PM,19.758,,,,,,
1268,07/25/19 06:34:25 PM,19.948,,,,,,
1269,07/25/19 07:04:25 PM,20.043,,,,,,
1270,07/25/19 07:34:25 PM,20.138,,,,,,
1271,07/25/19 08:04:25 PM,20.519,,,,,,
1272,07/25/19 08:34:25 PM,20.805,,,,,,
1273,07/25/19 09:04:25 PM,20.996,,,,,,
1274,07/25/19 09:34:25 PM,20.805,,,,,,
1275,07/25/19 10:04:25 PM,20.710,,,,,,
1276,07/25/19 10:34:25 PM,20.805,,,,,,
1277,07/25/19 11:04:25 PM,20.710,,,,,,
1278,07/25/19 11:34:25 PM,20.615,,,,,,
1279,07/26/19 12:04:25 AM,20.424,,,,,,
1280,07/26/19 12:34:25 AM,19.853,,,,,,
1281,07/26/19 01:04:25 AM,19.187,,,,,,
1282,07/26/19 01:34:25 AM,18.426,,,,,,
1283,07/26/19 02:04:25 AM,17.760,,,,,,
1284,07/26/19 02:34:25 AM,17.094,,,,,,
1285,07/26/19 03:04:25 AM,16.523,,,,,,
1286,07/26/19 03:34:25 AM,15.951,,,,,,
1287,07/26/19 04:04:25 AM,15.473,,,,,,
1288,07/26/19 04:34:25 AM,14.996,,,,,,
1289,07/26/19 05:04:25 AM,14.613,,,,,,
1290,07/26/19 05:34:25 AM,14.230,,,,,,
1291,07/26/19 06:04:25 AM,13.942,,,,,,
1292,07/26/19 06:34:25 AM,13.750,,,,,,
1293,07/26/19 07:04:25 AM,13.558,,,,,,
1294,07/26/19 07:34:25 AM,13.461,,,,,,
1295,07/26/19 08:04:25 AM,13.750,,,,,,
1296,07/26/19 08:34:25 AM,14.325,,,,,,
1297,07/26/19 09:04:25 AM,14.900,,,,,,
1298,07/26/19 09:34:25 AM,15.282,,,,,,
1299,07/26/19 10:04:25 AM,15.473,,,,,,
1300,07/26/19 10:34:25 AM,15.664,,,,,,
1301,07/26/19 11:04:25 AM,15.760,,,,,,
1302,07/26/19 11:34:25 AM,15.760,,,,,,
1303,07/26/19 12:04:25 PM,15.760,,,,,,
1304,07/26/19 12:34:25 PM,15.855,,,,,,
1305,07/26/19 01:04:25 PM,16.046,,,,,,
1306,07/26/19 01:34:25 PM,16.141,,,,,,
1307,07/26/19 02:04:25 PM,16.237,,,,,,
1308,07/26/19 02:34:25 PM,16.427,,,,,,
1309,07/26/19 03:04:25 PM,16.427,,,,,,
1310,07/26/19 03:34:25 PM,16.523,,,,,,
1311,07/26/19 04:04:25 PM,16.713,,,,,,
1312,07/26/19 04:34:25 PM,16.903,,,,,,
1313,07/26/19 05:04:25 PM,17.284,,,,,,
1314,07/26/19 05:34:25 PM,17.570,,,,,,
1315,07/26/19 06:04:25 PM,17.665,,,,,,
1316,07/26/19 06:34:25 PM,17.570,,,,,,
1317,07/26/19 07:04:25 PM,17.570,,,,,,
1318,07/26/19 07:34:25 PM,17.570,,,,,,
1319,07/26/19 08:04:25 PM,17.855,,,,,,
1320,07/26/19 08:34:25 PM,17.950,,,,,,
1321,07/26/19 09:04:25 PM,18.045,,,,,,
1322,07/26/19 09:34:25 PM,17.950,,,,,,
1323,07/26/19 10:04:25 PM,17.570,,,,,,
1324,07/26/19 10:34:25 PM,17.284,,,,,,
1325,07/26/19 11:04:25 PM,16.999,,,,,,
1326,07/26/19 11:34:25 PM,16.713,,,,,,
1327,07/27/19 12:04:25 AM,16.713,,,,,,
1328,07/27/19 12:34:25 AM,16.713,,,,,,
1329,07/27/19 01:04:25 AM,16.523,,,,,,
1330,07/27/19 01:34:25 AM,16.237,,,,,,
1331,07/27/19 02:04:25 AM,15.760,,,,,,
1332,07/27/19 02:34:25 AM,15.282,,,,,,
1333,07/27/19 03:04:25 AM,14.613,,,,,,
1334,07/27/19 03:34:25 AM,14.134,,,,,,
1335,07/27/19 04:04:25 AM,13.558,,,,,,
1336,07/27/19 04:34:25 AM,13.076,,,,,,
1337,07/27/19 05:04:25 AM,12.594,,,,,,
1338,07/27/19 05:34:25 AM,12.304,,,,,,
1339,07/27/19 06:04:25 AM,12.013,,,,,,
1340,07/27/19 06:34:25 AM,11.819,,,,,,
1341,07/27/19 07:04:25 AM,11.722,,,,,,
1342,07/27/19 07:34:25 AM,11.431,,,,,,
1343,07/27/19 08:04:25 AM,11.334,,,,,,
1344,07/27/19 08:34:25 AM,11.431,,,,,,
1345,07/27/19 09:04:25 AM,12.013,,,,,,
1346,07/27/19 09:34:25 AM,12.690,,,,,,
1347,07/27/19 10:04:25 AM,13.365,,,,,,
1348,07/27/19 10:34:25 AM,13.942,,,,,,
1349,07/27/19 11:04:25 AM,14.804,,,,,,
1350,07/27/19 11:34:25 AM,15.473,,,,,,
1351,07/27/19 12:04:25 PM,16.332,,,,,,
1352,07/27/19 12:34:25 PM,17.094,,,,,,
1353,07/27/19 01:04:25 PM,17.570,,,,,,
1354,07/27/19 01:34:25 PM,17.950,,,,,,
1355,07/27/19 02:04:25 PM,18.331,,,,,,
1356,07/27/19 02:34:25 PM,18.711,,,,,,
1357,07/27/19 03:04:25 PM,18.996,,,,,,
1358,07/27/19 03:34:25 PM,19.377,,,,,,
1359,07/27/19 04:04:25 PM,19.758,,,,,,
1360,07/27/19 04:34:25 PM,20.138,,,,,,
1361,07/27/19 05:04:25 PM,20.519,,,,,,
1362,07/27/19 05:34:25 PM,20.901,,,,,,
1363,07/27/19 06:04:25 PM,21.187,,,,,,
1364,07/27/19 06:34:25 PM,21.282,,,,,,
1365,07/27/19 07:04:25 PM,21.760,,,,,,
1366,07/27/19 07:34:25 PM,23.484,,,,,,
1367,07/27/19 07:34:55 PM,,,,Enregistré,,,
1368,07/27/19 07:34:58 PM,,,,,Enregistré,,
1369,07/27/19 07:35:03 PM,,,,,,Enregistré,Enregistré
