Parcelle;Traitement;Herbivorie_enveloppe;Herbivorie;Motte;Sp;Num_env;Masse;Air_motte;Air_sousmotte;Masse_tot;Nb_ind;Masse_ind;Masse/ind;Notes;
ROC8;1;Brouté;Témoin;3;NI13;9;0,0011;;;;1;0,0011;;;
ROC8;1;Brouté;Témoin;3;PV;;0,0324;;;;;;;;
ROC8;1;Brouté;Témoin;3;Mélange;;0,9433;;;;;;;;
ROC8;1;Brouté;Témoin;3;Mélange_org;;0,4658;;;;;;;;
ROC8;1;Brouté;Témoin;4;Cin.lat;1;0,1291;19,6;9,8;2,5592;;;;;
ROC8;1;Brouté;Témoin;4;Aul.tur;2;0,1127;;;;;;;;
ROC8;1;Brouté;Témoin;4;Sco.cos;3;0,1899;;;;15;0,0106;;;
ROC8;1;Brouté;Témoin;4;Cal.ric;4;0,0608;;;;12;0,0608;;;
ROC8;1;Brouté;Témoin;4;Bry.pse;5;0,0413;;;;;;;;
ROC8;1;Brouté;Témoin;4;Aul.pal;6;0,0187;;;;3;0,0187;;;
ROC8;1;Brouté;Témoin;4;NI14;7;0,007;;;;2;0,007;;;
ROC8;1;Brouté;Témoin;4;Mélange;;1,393;;;;;;;;
ROC8;1;Brouté;Témoin;4;Mélange_org;;0,4491;;;;;;;;
ROC8;1;Brouté;Témoin;4;Lichen;;0,0021;;;;;;;;
ROC8;1;Brouté;Témoin;4;PV;;0,0802;;;;;;;;
ROC8;1;Non Brouté;Exclos;1;Sco.rev;1;1,4521;19,6;19,6;10,6806;;;;;
ROC8;1;Non Brouté;Exclos;1;Bry.pse;2;0,2611;;;;;;;;
ROC8;1;Non Brouté;Exclos;1;Cin.lat;3;0,1056;;;;;;;;
ROC8;1;Non Brouté;Exclos;1;Cal.ric;4;0,0596;;;;15;0,0596;;;
ROC8;1;Non Brouté;Exclos;1;NI1;5;0,018;;;;5;0,018;;;
ROC8;1;Non Brouté;Exclos;1;NI2;6;0,0426;;;;7;0,0426;;;
ROC8;1;Non Brouté;Exclos;1;NI3;7;0,0165;;;;8;0,0165;;;
ROC8;1;Non Brouté;Exclos;1;NI4;8;0,0245;;;;8;0,0245;;;
ROC8;1;Non Brouté;Exclos;1;NI5;9;0,0307;;;;9;0,0307;;;
ROC8;1;Non Brouté;Exclos;1;NI6;10;0,0349;;;;5;0,0349;;;
ROC8;1;Non Brouté;Exclos;1;Mélange;;4,5885;;;;;;;;
ROC8;1;Non Brouté;Exclos;1;Mélange_org;;1,0851;;;;;;;;
ROC8;1;Non Brouté;Exclos;1;PV;;1,7105;;;;;;;;
ROC8;1;Non Brouté;Exclos;1;Lichen;;0,1273;;;;;;;;
ROC8;1;Non Brouté;Exclos;3;Aul.pal;1;0,4227;19,6;9,8;6,1395;;;;;
ROC8;1;Non Brouté;Exclos;3;Sco.rev;2;0,3472;;;;;;;;
ROC8;1;Non Brouté;Exclos;3;Aul.tur;3;0,2301;;;;15;0,2301;;;
ROC8;1;Non Brouté;Exclos;3;Cin.lat;4;0,1345;;;;;;;;
ROC8;1;Non Brouté;Exclos;3;Bry.pse;5;0,1625;;;;;;;;
ROC8;1;Non Brouté;Exclos;3;Rhi.gra;6;0,0629;;;;5;0,0629;;;
ROC8;1;Non Brouté;Exclos;3;Dre.arc;7;0,0388;;;;7;0,0388;;;
ROC8;1;Non Brouté;Exclos;3;Phi.tom;8;0,0458;;;;5;0,0458;;;
ROC8;1;Non Brouté;Exclos;3;NI7;9;0,0246;;;;4;0,0246;;;
ROC8;1;Non Brouté;Exclos;3;NI8;10;0,0202;;;;3;0,0202;;;
ROC8;1;Non Brouté;Exclos;3;PV;;0,2967;;;;;;;;
ROC8;1;Non Brouté;Exclos;3;Mélange;;3,365;;;;;;;;
ROC8;1;Non Brouté;Exclos;3;Mélange_org;;0,7948;;;;;;;;
ROC8;1;Non Brouté;Exclos;4;Cin.lat;1;0,7172;19,6;9,8;6,7141;;;;;
ROC8;1;Non Brouté;Exclos;4;Sco.rev;2;0,6117;;;;;;;;
ROC8;1;Non Brouté;Exclos;4;Bry.pse;3;0,1956;;;;;;;;
ROC8;1;Non Brouté;Exclos;4;Aul.pal;4;0,0849;;;;;;;;
ROC8;1;Non Brouté;Exclos;4;Cal.ric;5;0,0255;;;;;;;;
ROC8;1;Non Brouté;Exclos;4;Aul.tur;6;0,0411;;;;;;;;
ROC8;1;Non Brouté;Exclos;4;Rhi.gra;7;0,0218;;;;;;;;
ROC8;1;Non Brouté;Exclos;4;Rhi.pun;8;0,0208;;;;3;0,0208;;;
ROC8;1;Non Brouté;Exclos;4;NI9;9;0,0367;;;;4;0,0367;;;
ROC8;1;Non Brouté;Exclos;4;PV;;0,3351;;;;;;;;
ROC8;1;Non Brouté;Exclos;4;Mélange;;3,6849;;;;;;;;
ROC8;1;Non Brouté;Exclos;4;Mélange_org;;0,6659;;;;;;;;
ROC8;4;Brouté;Témoin;1;Bry.pse;1;0,3216;19,6;9,8;0,734;;;;;
ROC8;4;Brouté;Témoin;1;Sco.rev;2;0,0697;;;;;;;;
ROC8;4;Brouté;Témoin;1;Cal.ric;3;0,0077;;;;;;;;
ROC8;4;Brouté;Témoin;1;PV;;0,069;;;;;;;;
ROC8;4;Brouté;Témoin;1;Mélange;;0,0294;;;;;;;;
ROC8;4;Brouté;Témoin;1;Mélange_org;;0,0022;;;;;;;;
ROC8;4;Brouté;Témoin;2;Bry.pse;1;0,6944;19,6;9,8;1,2314;;;;;
ROC8;4;Brouté;Témoin;2;Sco.rev;2;0,0366;;;;;;;;
ROC8;4;Brouté;Témoin;2;NI1;3;0,0041;;;;1;0,0041;;;
ROC8;4;Brouté;Témoin;2;NI2;4;0,0004;;;;2;0,0951;;;
ROC8;4;Brouté;Témoin;2;PV;;0,0951;;;;;;;;
ROC8;4;Brouté;Témoin;2;Mélange;;0,0311;;;;;;;;
ROC8;4;Brouté;Témoin;2;Mélange_org;;0,021;;;;;;;;
ROC8;4;Brouté;Témoin;3;Sco.rev;1;0,1582;19,6;9,8;0,9909;;;;;
ROC8;4;Brouté;Témoin;3;Bry.pse;2;0,0584;;;;;;;;
ROC8;4;Brouté;Témoin;3;Cal.ric;3;0,0228;;;;6;0,0228;;;
ROC8;4;Brouté;Témoin;3;Mélange;;0,1384;;;;;;;;
ROC8;4;Brouté;Témoin;3;Mélange_org;;0,0624;;;;;;;;
ROC8;4;Brouté;Témoin;3;PV;;0,0764;;;;;;;;
ROC8;4;Non Brouté;Exclos;1;Sco.rev;1;0,126;19,6;9,8;1,331;;;;;
ROC8;4;Non Brouté;Exclos;1;Bry.pse;2;0,0358;;;;;;;;
ROC8;4;Non Brouté;Exclos;1;Sco.cos;3;0,0372;;;;;;;;
ROC8;4;Non Brouté;Exclos;1;Cin.lat;4;0,0135;;;;3;0,0135;;;
ROC8;4;Non Brouté;Exclos;1;Rhi.gra;5;0,0071;;;;2;0,0071;;;
ROC8;4;Non Brouté;Exclos;1;Aul.pal;6;0,0037;;;;2;0,0037;;;
ROC8;4;Non Brouté;Exclos;1;NI1;7;0,0028;;;;3;0,0028;;;
ROC8;4;Non Brouté;Exclos;1;Mélange;;0,0858;;;;;;;;
ROC8;4;Non Brouté;Exclos;1;Mélange_org;;0,0347;;;;;;;;
ROC8;4;Non Brouté;Exclos;1;PV;;0,0698;;;;;;;;
ROC8;4;Non Brouté;Exclos;2;Cal.ric;1;0,1228;19,6;19,6;0,7282;;;;;
ROC8;4;Non Brouté;Exclos;2;Sco.cos;2;0,0835;;;;;;;;
ROC8;4;Non Brouté;Exclos;2;Bry.pse;3;0,0656;;;;;;;;
ROC8;4;Non Brouté;Exclos;2;Sco.rev;4;0,0487;;;;;;;;
ROC8;4;Non Brouté;Exclos;2;NI2;5;0,0073;;;;4;0,0073;;;
ROC8;4;Non Brouté;Exclos;2;NI3;6;0,0038;;;;1;0,0038;;;
ROC8;4;Non Brouté;Exclos;2;NI4;7;0,0026;;;;1;0,0026;;;
ROC8;4;Non Brouté;Exclos;2;PV;;0,0657;;;;;;;;
ROC8;4;Non Brouté;Exclos;2;Mélange;;0,0273;;;;;;;;
ROC8;4;Non Brouté;Exclos;2;Mélange_org;;0,0273;;;;;;;;
ROC8;4;Non Brouté;Exclos;3;Sco.rev;1;0,5512;19,6;9,8;2,4532;;;;;
ROC8;4;Non Brouté;Exclos;3;Bra.alb;2;0,1344;;;;;;;;
ROC8;4;Non Brouté;Exclos;3;Cal.ric;3;0,0644;;;;;;;;
ROC8;4;Non Brouté;Exclos;3;Sco.cos;4;0,0812;;;;;;;;
ROC8;4;Non Brouté;Exclos;3;Phi.tom;5;0,0152;;;;5;0,0152;;;
ROC8;4;Non Brouté;Exclos;3;NI5;6;0,0065;;;;2;0,0065;;;
ROC8;4;Non Brouté;Exclos;3;Bry.pse;7;0,0047;;;;1;0,0047;;;
ROC8;4;Non Brouté;Exclos;3;PV;;0,081;;;;;;;;
ROC8;4;Non Brouté;Exclos;3;Mélange;;0,0376;;;;;;;;
ROC8;4;Non Brouté;Exclos;3;Mélange_org;;0,0376;;;;;;;;
ROC8;6;Brouté;Témoin;1;Bry.pse;1;0,792;19,6;19,6;2,0553;;;;;
ROC8;6;Brouté;Témoin;1;Cal.ric;2;0,1288;;;;;;;;
ROC8;6;Brouté;Témoin;1;Sco.cos;3;0,0633;;;;15;0,0399;;;
ROC8;6;Brouté;Témoin;1;Dre.arc;4;0,0163;;;;2;0,0163;;;
ROC8;6;Brouté;Témoin;1;Rhi.pun;5;0,0148;;;;;;;;
ROC8;6;Brouté;Témoin;1;Aul.pal;6;0,0075;;;;2;0,0075;;;
ROC8;6;Brouté;Témoin;1;Phi.tom;7;0,0037;;;;4;0,0037;;;
ROC8;6;Brouté;Témoin;1;Mélange;;0,1463;;;;;;;;
ROC8;6;Brouté;Témoin;1;Mélange_org;;0,0997;;;;;;;;
ROC8;6;Brouté;Témoin;1;PV;;0,1239;;;;;;;;
ROC8;6;Brouté;Témoin;2;Bry.pse;1;0,3788;19,6;19,6;0,9345;;;;;
ROC8;6;Brouté;Témoin;2;Sco.cos;2;0,0088;;;;;;;;
ROC8;6;Brouté;Témoin;2;Cal.ric;3;0,012;;;;;;;;
ROC8;6;Brouté;Témoin;2;Rhi.pun;4;0,0067;;;;;;;;
ROC8;6;Brouté;Témoin;2;PV;;0,1525;;;;;;;;
ROC8;6;Brouté;Témoin;2;Mélange;;0,0433;;;;;;;;
ROC8;6;Brouté;Témoin;2;Mélange_org;;0,0304;;;;;;;;
ROC8;6;Brouté;Témoin;4;Bry.pse;1;0,6172;19,6;19,6;2,9809;;;;;
ROC8;6;Brouté;Témoin;4;Cal.ric;2;0,0907;;;;15;0,0449;;;
ROC8;6;Brouté;Témoin;4;Sco.cos;3;0,0275;;;;;;;;
ROC8;6;Brouté;Témoin;4;Phi.tom;4;0,0321;;;;;;;;
ROC8;6;Brouté;Témoin;4;Rhi.pun;5;0,0325;;;;7;0,0325;;;
ROC8;6;Brouté;Témoin;4;Cin.lat;6;0,0084;;;;2;0,0084;;;
ROC8;6;Brouté;Témoin;4;PV;;0,3467;;;;;;;;
ROC8;6;Brouté;Témoin;4;Mélange;;0,6412;;;;;;;;
ROC8;6;Brouté;Témoin;4;Mélange_org;;0,4806;;;;;;;;
ROC8;6;Non Brouté;Exclos;1;Rhi.pun;1;0,207;19,6;9,8;2,5888;;;;;
ROC8;6;Non Brouté;Exclos;1;NI1;2;0,0097;;;;7;0,0097;;;
ROC8;6;Non Brouté;Exclos;1;NI2;3;0,0082;;;;3;0,0082;;;
ROC8;6;Non Brouté;Exclos;1;NI3;4;0,0031;;;;3;0,0031;;;
ROC8;6;Non Brouté;Exclos;1;NI4;5;0,0032;;;;1;0,0032;;;
ROC8;6;Non Brouté;Exclos;1;PV;;1,1592;;;;;;;;
ROC8;6;Non Brouté;Exclos;1;Mélange;;0,1254;;;;;;;;
ROC8;6;Non Brouté;Exclos;1;Mélange_org;;0,0378;;;;;;;;
ROC8;6;Non Brouté;Exclos;2;Rhi.pun;1;0,253;19,6;9,8;2,9796;;;;;
ROC8;6;Non Brouté;Exclos;2;Bra.alb;2;0,0957;;;;;;;;
ROC8;6;Non Brouté;Exclos;2;Bra.alb;3;0,0868;;;;;;;;
ROC8;6;Non Brouté;Exclos;2;NI5;4;0,0288;;;;8;0,0288;;;
ROC8;6;Non Brouté;Exclos;2;NI6;5;0,0113;;;;7;0,0113;;;
ROC8;6;Non Brouté;Exclos;2;NI7;6;0,0019;;;;3;0,0019;;;
ROC8;6;Non Brouté;Exclos;2;Mélange;;0,1632;;;;;;;;
ROC8;6;Non Brouté;Exclos;2;Mélange_org;;0,0902;;;;;;;;
ROC8;6;Non Brouté;Exclos;2;PV;;0,5971;;;;;;;;
ROC8;6;Non Brouté;Exclos;3;Bra.alb;1;0,7543;19,6;9,8;2,2589;;;;;
ROC8;6;Non Brouté;Exclos;3;NI8;2;0,1669;;;;15;0,1669;;;
ROC8;6;Non Brouté;Exclos;3;Rhi.pun;3;0,0392;;;;;;;;
ROC8;6;Non Brouté;Exclos;3;Aul.tur;4;0,0064;;;;2;0,0064;;;
ROC8;6;Non Brouté;Exclos;3;PV;;0,7247;;;;;;;;
ROC8;6;Non Brouté;Exclos;3;Mélange;;0,0608;;;;;;;;
ROC8;6;Non Brouté;Exclos;3;Mélange_org;;0,0515;;;;;;;;
ROC8;10;Non Brouté;Exclos;1;Bry.pse;1;0,0545;19,6;19,6;2,5166;;;;;
ROC8;10;Non Brouté;Exclos;1;Sco.cos;2;0,0286;;;;;;;;
ROC8;10;Non Brouté;Exclos;1;Dre.arc;3;0,025;;;;;;;;
ROC8;10;Non Brouté;Exclos;1;NI1;4;0,0068;;;;;;;Enveloppe vide;
ROC8;10;Non Brouté;Exclos;1;Aul.pal;5;0,0061;;;;2;0,0061;;;
ROC8;10;Non Brouté;Exclos;1;Aul.tur;6;0,0018;;;;1;0,0018;;;
ROC8;10;Non Brouté;Exclos;1;NI2;7;0,0011;;;;1;0,0011;;;
ROC8;10;Non Brouté;Exclos;1;NI3;8;0,0013;;;;1;0,0013;;;
ROC8;10;Non Brouté;Exclos;1;Mélange;;0,1886;;;;;;;;
ROC8;10;Non Brouté;Exclos;1;Mélange_org;;0,1005;;;;;;;;
ROC8;10;Non Brouté;Exclos;1;PV;;0,7761;;;;;;;;
ROC8;10;Non Brouté;Exclos;2;Sco.cos;1;0,3447;19,6;19,6;2,3625;;;;;
ROC8;10;Non Brouté;Exclos;2;Bry.pse;2;0,1237;;;;;;;;
ROC8;10;Non Brouté;Exclos;2;Cal.ric;3;0,3661;;;;;;;;
ROC8;10;Non Brouté;Exclos;2;Rhi.gra;4;0,063;;;;;;;;
ROC8;10;Non Brouté;Exclos;2;Dre.arc;5;0,0247;;;;6;0,063;;;
ROC8;10;Non Brouté;Exclos;2;Cin.lat;6;0,0135;;;;4;0,0135;;;
ROC8;10;Non Brouté;Exclos;2;Poh.sp;7;0,0129;;;;4;0,0129;;;
ROC8;10;Non Brouté;Exclos;2;NI4;8;0,0042;;;;1;0,0042;;;
ROC8;10;Non Brouté;Exclos;2;NI5;9;0,0002;;;;1;0,0002;;;
ROC8;10;Non Brouté;Exclos;2;NI6;10;0,0001;;;;1;0,0001;;;
ROC8;10;Non Brouté;Exclos;2;PV;;0,1309;;;;;;;;
ROC8;10;Non Brouté;Exclos;2;Mélange;;0,1051;;;;;;;;
ROC8;10;Non Brouté;Exclos;2;Mélange_org;;0,0637;;;;;;;;
ROC8;10;Non Brouté;Exclos;3;Rhi.gra;1;0,0894;19,6;9,8;3,7605;;;;;
ROC8;10;Non Brouté;Exclos;3;Sco.cos;2;0,0685;;;;;;;;
ROC8;10;Non Brouté;Exclos;3;Bry.pse;3;0,0784;;;;;;;;
ROC8;10;Non Brouté;Exclos;3;Dre.arc;4;0,0778;;;;;;;;
ROC8;10;Non Brouté;Exclos;3;Cal.ric;5;0,0345;;;;;;;;
ROC8;10;Non Brouté;Exclos;3;Aul.tur;6;0,0323;;;;;;;;
ROC8;10;Non Brouté;Exclos;3;Mélange;;0,1263;;;;;;;;
ROC8;10;Non Brouté;Exclos;3;Mélange_org;;0,1005;;;;;;;;
ROC8;10;Non Brouté;Exclos;3;PV;;1,2893;;;;;;;;
ROC8;10;Brouté;Témoin;1;Aul.tur;1;0,9834;19,6;19,6;3,5594;;;;;
ROC8;10;Brouté;Témoin;1;Aul.pal;2;0,1241;;;;;;;;
ROC8;10;Brouté;Témoin;1;Sco.cos;3;0,0251;;;;8;0,0251;;;
ROC8;10;Brouté;Témoin;1;PV;;0,1168;;;;;;;;
ROC8;10;Brouté;Témoin;1;Mélange;;0,2299;;;;;;;;
ROC8;10;Brouté;Témoin;1;Mélange_org;;0,1163;;;;;;;;
ROC8;10;Brouté;Témoin;2;Aul.tur;1;0,6318;19,6;9,8;2,3192;;;;;
ROC8;10;Brouté;Témoin;2;Aul.pal;2;0,0404;;;;;;;;
ROC8;10;Brouté;Témoin;2;Sco.cos;3;0,002;;;;;;;;
ROC8;10;Brouté;Témoin;2;NI1;4;0,0053;;;;1;0,0053;;;
ROC8;10;Brouté;Témoin;2;NI2;5;0,0023;;;;1;0,0023;;;
ROC8;10;Brouté;Témoin;2;Mélange;;0,1786;;;;;;;;
ROC8;10;Brouté;Témoin;2;Mélange_org;;0,1035;;;;;;;;
ROC8;10;Brouté;Témoin;2;PV;;0,1335;;;;;;;;
ROC8;10;Brouté;Témoin;3;Bry.pse;1;0,3211;19,6;19,6;2,6185;15;0,0341;;;
ROC8;10;Brouté;Témoin;3;Aul.pal;2;0,168;;;;;;;;
ROC8;10;Brouté;Témoin;3;Rhi.gra;3;0,011;;;;6;0,011;;;
ROC8;10;Brouté;Témoin;3;Sco.cos;4;0,0264;;;;;;;;
ROC8;10;Brouté;Témoin;3;NI3;5;0,0111;;;;2;0,0111;;;
ROC8;10;Brouté;Témoin;3;PV;;0,1069;;;;;;;;
ROC8;10;Brouté;Témoin;3;Mélange;;0,193;;;;;;;;
ROC8;10;Brouté;Témoin;3;Mélange_org;;0,175;;;;;;;;
ROC8;14;Non Brouté;Exclos;1;Aul.pal;1;0,3197;19,6;9,8;1,2378;;;;;
ROC8;14;Non Brouté;Exclos;1;Rhi.gra;2;0,0418;;;;;;;;
ROC8;14;Non Brouté;Exclos;1;NI1;3;0,0074;;;;4;0,0074;;;
ROC8;14;Non Brouté;Exclos;1;Aul.tur;4;0,0055;;;;;;;;
ROC8;14;Non Brouté;Exclos;1;NI2;5;0,0005;;;;1;0,0005;;;
ROC8;14;Non Brouté;Exclos;1;Mélange;;0,043;;;;;;;;
ROC8;14;Non Brouté;Exclos;1;Mélange_org;;0,036;;;;;;;;
ROC8;14;Non Brouté;Exclos;1;PV;;0,5458;;;;;;;;
ROC8;14;Non Brouté;Exclos;2;Aul.pal;1;0,1541;19,6;19,6;0,6645;;;;;
ROC8;14;Non Brouté;Exclos;2;Aul.tur;2;0,0396;;;;;;;;
ROC8;14;Non Brouté;Exclos;2;Rhi.gra;3;0,0511;;;;;;;;
ROC8;14;Non Brouté;Exclos;2;NI3;4;0,0332;;;;9;0,0332;;;
ROC8;14;Non Brouté;Exclos;2;PV;;0,1355;;;;;;;;
ROC8;14;Non Brouté;Exclos;2;Mélange;;0,1433;;;;;;;;
ROC8;14;Non Brouté;Exclos;2;Mélange_org;;0,1268;;;;;;;;
ROC8;14;Non Brouté;Exclos;3;Bra.alb;1;;19,6;19,6;1,9905;11;0,1186;;;
ROC8;14;Non Brouté;Exclos;3;Aul.pal;2;0,0609;;;;;;;;
ROC8;14;Non Brouté;Exclos;3;Aul.tur;3;0,0077;;;;5;0,0077;;;
ROC8;14;Non Brouté;Exclos;3;Sco.cos;4;0,0058;;;;3;0,0058;;;
ROC8;14;Non Brouté;Exclos;3;Mélange;;0,1111;;;;;;;;
ROC8;14;Non Brouté;Exclos;3;Mélange_org;;0,0891;;;;;;;;
ROC8;14;Non Brouté;Exclos;3;PV;;0,5281;;;;;;;;
ROC8;14;Brouté;Témoin;1;Rhi.pun;1;0,3285;19,6;9,8;0,8521;;;;;
ROC8;14;Brouté;Témoin;1;Sco.rev;2;0,0691;;;;;;;;
ROC8;14;Brouté;Témoin;1;Cal.ric;3;0,0775;;;;;;;;
ROC8;14;Brouté;Témoin;1;Lep.rip;4;0,0463;;;;1;0,0463;;;
ROC8;14;Brouté;Témoin;1;Dre.arc;5;0,0062;;;;4;0,0062;;;
ROC8;14;Brouté;Témoin;1;Mélange;;0,0988;;;;;;;;
ROC8;14;Brouté;Témoin;1;Mélange_org;;0,0877;;;;;;;;
ROC8;14;Brouté;Témoin;1;PV;;0,04;;;;;;;;
ROC8;14;Brouté;Témoin;2;Sco.cos;1;0,0254;19,6;9,8;5,3552;7;0,0133;;;
ROC8;14;Brouté;Témoin;2;Aul.tur;2;0,0111;;;;;;;;
ROC8;14;Brouté;Témoin;2;NI;3;0,0007;;;;1;0,0007;;;
ROC8;14;Brouté;Témoin;2;Mélange;;0,2419;;;;;;;;
ROC8;14;Brouté;Témoin;2;Mélange_org;;0,1189;;;;;;;;
ROC8;14;Brouté;Témoin;2;PV;;1,6684;;;;;;;;
ROC8;14;Brouté;Témoin;3;Bra.alb;1;0,0293;19,6;19,6;1,5585;;;;;
ROC8;14;Brouté;Témoin;3;Rhi.pun;2;0,0581;;;;;;;;
ROC8;14;Brouté;Témoin;3;Aul.pal;3;0,036;;;;9;0,0356;;;
ROC8;14;Brouté;Témoin;3;Sco.cos;4;0,0282;;;;;;;;
ROC8;14;Brouté;Témoin;3;Aul.tur;5;0,0011;;;;1;0,0011;;;
ROC8;14;Brouté;Témoin;3;Lep.rip;6;0,0345;;;;;;;;
ROC8;14;Brouté;Témoin;3;Cal.ric;7;0,02;;;;;;;;
ROC8;14;Brouté;Témoin;3;Mélange;;0,1488;;;;;;;;
ROC8;14;Brouté;Témoin;3;Mélange_org;;0,104;;;;;;;;
ROC8;14;Brouté;Témoin;3;PV;;0,3981;;;;;;;;
