Parcelle;Traitement;Herbivorie_enveloppe;Herbivorie;Motte;Hauteur_motte1;Hauteur_motte2;Hauteur_motte3;Hauteur_motte4;Hauteur_motte5;Hauteur_motteMoy.;Temps;Date/h;Temps_écoulé ;Masse_pétri;Biom_sec+Pétri;Biom_sec;Eau_réhyd;Eau_libre;Eau_retention(t0);Biom_hum+Pétri;Biom_hum;Eau_motte_t;Tpièce;hum.pièce;Vperte_eau;Eau_retention(tf);Mt/M0;pente;WRC_m60h;WRC_m60j;WRC;WHC;Notes;Temps hyd.
;;;;;;;;;;;3;11/09/19 08:41;23:07:00;;;;;;;15,9034;14,5736;12,7237;20;30;;;0,593245864339133;;;;;;;
;;;;;;;;;;;4;11/09/19 11:22;25:48:00;;;;;;;15,0694;13,7396;11,8897;20;28;;;0,55436039463623;;;;;;;
;;;;;;;;;;;5;11/09/19 15:20;29:46:00;;;;;;;13,8685;12,5387;10,6888;20;29;;;0,498368115779854;;;;;;;
;;;;;;;;;;;6;12/09/19 09:05;47:31:00;;;;;;;7,7913;6,4615;4,6116;20,2;26;;;0,215017064846416;;;;;;;
;;;;;;;;;;;7;12/09/19 11:47;50:13:00;;;;;;;7,0189;5,6891;3,8392;20,1;26;;;0,179003711370969;;;;;;;
;;;;;;;;;;;8;12/09/19 17:02;55:28:00;;;;;;;5,691;4,3612;2,5113;20;28;;;0,117090024058636;;;;;;;
;;;;;;;;;;;9;13/09/19 08:44;71:10:00;;;;;;;3,3585;2,0287;0,1788;20,1;25;;;0,00833659710177362;;;;;;;
;;;;;;;;;;;10;13/09/19 16:01;78:27:00;;;;;;;3,3104;1,9806;0,1307;20;26;;;0,00609392193065891;;;;;;;
ROC3;10;Non Brouté;Exclos;2;3;3;3;3;3,5;3,1;0;10/09/19 09:35;00:00:00;1,3359;2,863;1,5271;130;106;24;23,464;22,1281;20,601;20,3;28;-5,79940415904116;0,065712788946369;1;-0,429895155151291;23:37:20,25;31/12/99 03:54;27,9138888888889;15,7160631261869;;
;;;;;;;;;;;1;10/09/19 13:03;03:27:59;;;;;;;21,9505;20,6146;19,0875;20;29;;;0,926532692587739;;;;;;;
;;;;;;;;;;;2;10/09/19 17:40;08:04:59;;;;;;;20,0508;18,7149;17,1878;20,1;29;;;0,834318722392117;;;;;;;
;;;;;;;;;;;3;11/09/19 08:42;23:07:00;;;;;;;14,2785;12,9426;11,4155;20;30;;;0,554123586233678;;;;;;;
;;;;;;;;;;;4;11/09/19 11:22;25:47:00;;;;;;;13,3589;12,023;10,4959;20;28;;;0,509484976457453;;;;;;;
;;;;;;;;;;;5;11/09/19 15:21;29:46:00;;;;;;;12,0812;10,7453;9,2182;20;29;;;0,447463715353624;;;;;;;
;;;;;;;;;;;6;12/09/19 09:05;47:30:00;;;;;;;5,9756;4,6397;3,1126;20,2;26;;;0,151089752924615;;;;;;;
;;;;;;;;;;;7;12/09/19 11:48;50:13:00;;;;;;;5,2534;3,9175;2,3904;20,1;26;;;0,116033202271734;;;;;;;
;;;;;;;;;;;8;12/09/19 17:02;55:27:00;;;;;;;4,1778;2,8419;1,3148;20;28;;;0,0638221445560895;;;;;;;
;;;;;;;;;;;9;13/09/19 08:44;71:09:00;;;;;;;2,9639;1,628;0,1009;20,1;25;;;0,00489782049415078;;;;;;;
;;;;;;;;;;;10;13/09/19 16:01;78:26:00;;;;;;;2,9628;1,6269;0,0998000000000001;20;26;;;0,00484442502791127;;;;;;;
ROC3;10;Non Brouté;Exclos;3;4,5;4,5;5;5;5;4,8;0;10/09/19 09:35;00:00:00;1,3338;2,1983;0,8645;130;116;14;11,9458;10,612;9,7475;20,3;28;-7,74676036879504;0,0603817235396182;1;-0,687055587465843;23:39:46,38;30/12/99 17:27;17,4658333333333;16,1943319838057;;
;;;;;;;;;;;1;10/09/19 13:04;03:29:00;;;;;;;10,8902;9,5564;8,6919;20;29;;;0,891705565529623;;;;;;;
;;;;;;;;;;;2;10/09/19 17:41;08:06:00;;;;;;;9,3508;8,017;7,1525;20,1;29;;;0,73377789176712;;;;;;;
;;;;;;;;;;;3;11/09/19 08:42;23:07:00;;;;;;;5,2169;3,8831;3,0186;20;30;;;0,309679404975635;;;;;;;
;;;;;;;;;;;4;11/09/19 11:23;25:48:00;;;;;;;4,5472;3,2134;2,3489;20;28;;;0,24097460887407;;;;;;;
;;;;;;;;;;;5;11/09/19 15:22;29:47:00;;;;;;;3,7093;2,3755;1,511;20;29;;;0,155014106181072;;;;;;;
;;;;;;;;;;;6;12/09/19 09:05;47:30:00;;;;;;;2,263;0,9292;0,0646999999999998;20,2;26;;;0,00663759938445753;;;;;;;
;;;;;;;;;;;7;12/09/19 11:48;50:13:00;;;;;;;2,2541;0,9203;0,0558000000000001;20,1;26;;;0,00572454475506541;;;;;;;
;;;;;;;;;;;8;12/09/19 17:03;55:28:00;;;;;;;2,2488;0,915;0,0505;20;28;;;0,00518081559374198;;;;;;;
;;;;;;;;;;;9;13/09/19 08:45;71:10:00;;;;;;;2,2431;0,9093;0,0448;20,1;25;;;0,00459605026929982;;;;;;;
;;;;;;;;;;;10;13/09/19 16:02;78:27:00;;;;;;;2,2435;0,9097;0,0451999999999999;20;26;;;0,00463708643241856;;;;;;;
ROC3;10;Non Brouté;Exclos;4;2,5;2,5;2;2;3;2,4;0;10/09/19 09:36;00:00:00;1,3328;3,2622;1,9294;130;102;28;26,0075;24,6747;22,7453;20,3;28;-4,48574651882254;0,147584741370374;1;-0,380509350653375;23:40:03,45;31/12/99 07:32;31,5366666666667;14,5122836114854;;
;;;;;;;;;;;1;10/09/19 13:04;03:27:59;;;;;;;24,5192;23,1864;21,257;20;29;;;0,934566701692218;;;;;;;
;;;;;;;;;;;2;10/09/19 17:41;08:04:59;;;;;;;22,5131;21,1803;19,2509;20,1;29;;;0,846368260695616;;;;;;;
;;;;;;;;;;;3;11/09/19 08:42;23:06:00;;;;;;;17,2194;15,8866;13,9572;20;30;;;0,613630068629563;;;;;;;
;;;;;;;;;;;4;11/09/19 11:23;25:47:00;;;;;;;16,2869;14,9541;13,0247;20;28;;;0,572632587831332;;;;;;;
;;;;;;;;;;;5;11/09/19 15:22;29:46:00;;;;;;;14,8398;13,507;11,5776;20;29;;;0,509010652750238;;;;;;;
;;;;;;;;;;;6;12/09/19 09:06;47:30:00;;;;;;;8,8047;7,4719;5,5425;20,2;26;;;0,243676715629163;;;;;;;
;;;;;;;;;;;7;12/09/19 11:48;50:12:00;;;;;;;7,9317;6,5989;4,6695;20,1;26;;;0,205295159879184;;;;;;;
;;;;;;;;;;;8;12/09/19 17:03;55:27:00;;;;;;;6,4306;5,0978;3,1684;20;28;;;0,139299107947576;;;;;;;
;;;;;;;;;;;9;13/09/19 08:45;71:09:00;;;;;;;3,6833;2,3505;0,4211;20,1;25;;;0,0185137149213244;;;;;;;
;;;;;;;;;;;10;13/09/19 16:02;78:26:00;;;;;;;3,4106;2,0778;0,1484;20;26;;;0,00652442482622783;;;;;;;
ROC3;14;Brouté;Témoin;1;3;3,5;3;3,5;4;3,4;0;12/11/19 09:34;00:00:00;1,345;3,2862;1,9412;150;100;50;35,5019;34,1569;32,2157;19,9;27;-8,36342740238504;0,0805429631155986;1;-0,503949480331324;23:34:48,19;30/12/99 23:48;23,8119444444444;25,7572635483206;;
;;;;;;;;;;;1;12/11/19 13:18;03:44:00;;;;;;;32,2318;30,8868;28,9456;20,1;29;;;0,898493591633893;;;;;;;
;;;;;;;;;;;2;12/11/19 18:01;08:27:00;;;;;;;28,548;27,203;25,2618;20;30;;;0,784145618440698;;;;;;;
;;;;;;;;;;;3;13/11/19 08:41;23:07:00;;;;;;;19,7011;18,3561;16,4149;20;27;;;0,509531067150489;;;;;;;
;;;;;;;;;;;4;13/11/19 11:20;25:46:00;;;;;;;17,412;16,067;14,1258;20;26;;;0,438475650071239;;;;;;;
;;;;;;;;;;;5;13/11/19 16:58;31:24:00;;;;;;;13,6842;12,3392;10,398;20;27;;;0,322761883181182;;;;;;;
;;;;;;;;;;;6;14/11/19 08:54;47:20:00;;;;;;;5,096;3,751;1,8098;20,1;26;;;0,0561775780132048;;;;;;;
;;;;;;;;;;;7;14/11/19 12:12;50:38:00;;;;;;;4,4397;3,0947;1,1535;20;28;;;0,0358055233938732;;;;;;;
;;;;;;;;;;;8;14/11/19 16:13;54:39:00;;;;;;;3,8766;2,5316;0,5904;20;25;;;0,0183264681506222;;;;;;;
;;;;;;;;;;;9;15/11/19 09:19;71:45:00;;;;;;;3,4439;2,0989;0,1577;20;29;;;0,00489512877261709;;;;;;;
;;;;;;;;;;;10;15/11/19 14:55;77:21:00;;;;;;;3,4412;2,0962;0,155;20;29;;;0,00481131870485507;;;;;;;
ROC3;14;Brouté;Témoin;2;3;3,5;3,5;3,5;3,5;3,4;0;12/11/19 09:34;00:00:00;1,3354;2,9189;1,5835;150;98;52;29,086;27,7506;26,1671;19,9;27;-10,7581014703487;0,0876286706662458;1;-0,651025664987606;23:31:15,37;30/12/99 18:25;18,4325;32,8386485633091;;
;;;;;;;;;;;1;12/11/19 13:18;03:44:00;;;;;;;25,9068;24,5714;22,9879;20,1;29;;;0,878503922864972;;;;;;;
;;;;;;;;;;;2;12/11/19 18:02;08:28:00;;;;;;;21,74;20,4046;18,8211;20;30;;;0,719265795598289;;;;;;;
;;;;;;;;;;;3;13/11/19 08:41;23:07:00;;;;;;;12,4478;11,1124;9,5289;20;27;;;0,364155752834666;;;;;;;
;;;;;;;;;;;4;13/11/19 11:20;25:46:00;;;;;;;10,2802;8,9448;7,3613;20;26;;;0,281318908094516;;;;;;;
;;;;;;;;;;;5;13/11/19 16:58;31:24:00;;;;;;;6,9142;5,5788;3,9953;20;27;;;0,152684095677396;;;;;;;
;;;;;;;;;;;6;14/11/19 08:54;47:20:00;;;;;;;3,1106;1,7752;0,1917;20,1;26;;;0,00732599332749904;;;;;;;
;;;;;;;;;;;7;14/11/19 12:12;50:38:00;;;;;;;3,0508;1,7154;0,1319;20;28;;;0,00504068085496675;;;;;;;
;;;;;;;;;;;8;14/11/19 16:13;54:39:00;;;;;;;3,0425;1,7071;0,1236;20;25;;;0,00472348865560189;;;;;;;
;;;;;;;;;;;9;15/11/19 09:20;71:46:00;;;;;;;3,0428;1,7074;0,1239;20;29;;;0,00473495343389219;;;;;;;
;;;;;;;;;;;10;15/11/19 14:56;77:22:00;;;;;;;3,0416;1,7062;0,1227;20;29;;;0,004689094320731;;;;;;;
ROC3;14;Brouté;Témoin;3;3;3;2,5;2,5;3,5;2,9;0;12/11/19 09:35;00:00:00;1,2958;3,4282;2,1324;150;98;52;37,9696;36,6738;34,5414;19,9;27;-9,11794705603145;0,0839429750515854;1;-0,56289294302725;23:42:37,39;30/12/99 21:19;21,3183333333333;24,3856687300694;;
;;;;;;;;;;;1;12/11/19 13:19;03:43:59;;;;;;;34,5118;33,216;31,0836;20,1;29;;;0,899894040195244;;;;;;;
;;;;;;;;;;;2;12/11/19 18:02;08:26:59;;;;;;;30,0594;28,7636;26,6312;20;30;;;0,770993648201868;;;;;;;
;;;;;;;;;;;3;13/11/19 08:42;23:07:00;;;;;;;19,1431;17,8473;15,7149;20;27;;;0,454958397748788;;;;;;;
;;;;;;;;;;;4;13/11/19 11:20;25:45:00;;;;;;;16,6216;15,3258;13,1934;20;26;;;0,381959040455801;;;;;;;
;;;;;;;;;;;5;13/11/19 16:59;31:24:00;;;;;;;12,7867;11,4909;9,3585;20;27;;;0,270935746669214;;;;;;;
;;;;;;;;;;;6;14/11/19 08:55;47:20:00;;;;;;;5,807;4,5112;2,3788;20,1;26;;;0,0688680829381554;;;;;;;
;;;;;;;;;;;7;14/11/19 12:12;50:37:00;;;;;;;5,1406;3,8448;1,7124;20;28;;;0,0495752922579861;;;;;;;
;;;;;;;;;;;8;14/11/19 16:14;54:39:00;;;;;;;4,3914;3,0956;0,9632;20;25;;;0,027885378125959;;;;;;;
;;;;;;;;;;;9;15/11/19 09:20;71:45:00;;;;;;;3,6089;2,3131;0,180700000000001;20;29;;;0,00523140347525001;;;;;;;
;;;;;;;;;;;10;15/11/19 14:56;77:21:00;;;;;;;3,6055;2,3097;0,177300000000001;20;29;;;0,00513297086973894;;;;;;;
ROC3;14;Brouté;Témoin;4;4,5;5;4,5;5;5,5;4,9;0;12/11/19 09:35;00:00:00;1,3329;4,4514;3,1185;150;108;42;27,805;26,4721;23,3536;19,9;27;-5,60439167973449;0,071527978194645;1;-0,748376929178028;23:16:45,65;30/12/99 16:02;16,0347222222222;13,4680134680135;;
;;;;;;;;;;;1;12/11/19 13:19;03:43:59;;;;;;;24,3984;23,0655;19,947;20,1;29;;;0,854129556042751;;;;;;;
;;;;;;;;;;;2;12/11/19 18:03;08:28:00;;;;;;;19,814;18,4811;15,3626;20;30;;;0,657825774184708;;;;;;;
;;;;;;;;;;;3;13/11/19 08:42;23:07:00;;;;;;;10,6793;9,3464;6,2279;20;27;;;0,266678370786517;;;;;;;
;;;;;;;;;;;4;13/11/19 11:21;25:46:00;;;;;;;9,1997;7,8668;4,7483;20;26;;;0,203321971773089;;;;;;;
;;;;;;;;;;;5;13/11/19 16:59;31:24:00;;;;;;;7,269;5,9361;2,8176;20;27;;;0,120649493011784;;;;;;;
;;;;;;;;;;;6;14/11/19 08:55;47:20:00;;;;;;;4,7519;3,419;0,3005;20,1;26;;;0,0128673951767608;;;;;;;
;;;;;;;;;;;7;14/11/19 12:13;50:38:00;;;;;;;4,6688;3,3359;0,2174;20;28;;;0,00930905727596604;;;;;;;
;;;;;;;;;;;8;14/11/19 16:14;54:39:00;;;;;;;4,6512;3,3183;0,199800000000001;20;25;;;0,00855542614414911;;;;;;;
;;;;;;;;;;;9;15/11/19 09:21;71:46:00;;;;;;;4,651;3,3181;0,1996;20;29;;;0,00854686215401481;;;;;;;
;;;;;;;;;;;10;15/11/19 14:56;77:21:00;;;;;;;4,6494;3,3165;0,198;20;29;;;0,00847835023294055;;;;;;;
ROC3;14;Non Brouté;Exclos;1;6;6,5;7,5;6;6;6,4;0;12/11/19 09:35;00:00:00;1,3317;5,6066;4,2749;200;130;70;44,9477;43,616;39,3411;19,9;27;-7,80999407352937;0,0634120096376521;1;-0,848653028637499;23:02:04,87;30/12/99 14:08;14,14;16,3746520386442;;
;;;;;;;;;;;1;12/11/19 13:20;03:45:00;;;;;;;37,7864;36,4547;32,1798;20,1;29;;;0,817968994257913;;;;;;;
;;;;;;;;;;;2;12/11/19 18:03;08:28:00;;;;;;;29,5701;28,2384;23,9635;20;30;;;0,609121249787118;;;;;;;
;;;;;;;;;;;3;13/11/19 08:43;23:07:59;;;;;;;11,981;10,6493;6,3744;20;27;;;0,16202902308273;;;;;;;
;;;;;;;;;;;4;13/11/19 11:21;25:46:00;;;;;;;10,2187;8,887;4,6121;20;26;;;0,117233630986424;;;;;;;
;;;;;;;;;;;5;13/11/19 17:00;31:25:00;;;;;;;8,0314;6,6997;2,4248;20;27;;;0,0616352872695476;;;;;;;
;;;;;;;;;;;6;14/11/19 08:56;47:21:00;;;;;;;5,9012;4,5695;0,294599999999999;20,1;26;;;0,00748835187628203;;;;;;;
;;;;;;;;;;;7;14/11/19 12:13;50:38:00;;;;;;;5,8784;4,5467;0,271799999999999;20;28;;;0,00690880529522558;;;;;;;
;;;;;;;;;;;8;14/11/19 16:15;54:40:00;;;;;;;5,8694;4,5377;0,262799999999999;20;25;;;0,00668003690796644;;;;;;;
;;;;;;;;;;;9;15/11/19 09:21;71:46:00;;;;;;;5,8707;4,539;0,264099999999999;20;29;;;0,00671308123057055;;;;;;;
;;;;;;;;;;;10;15/11/19 14:57;77:22:00;;;;;;;5,8687;4,537;0,262099999999998;20;29;;;0,00666224381117962;;;;;;;
ROC3;14;Non Brouté;Exclos;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ROC3;14;Non Brouté;Exclos;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ROC3;14;Non Brouté;Exclos;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Pas de mesure, seulement quelques sp. Présentent ;
ROC6;1;Brouté;Témoin;1;3;3;2,5;3;3;2,9;0;25/06/19 10:04;00:00:00;10,0546;;2,4766;110;88;22;30,052;19,9974;17,5208;;;-3,97727630606041;1,56181862230477;1;-0,562195932810672;23:51:56,58;30/12/99 21:20;21,345;8,88314624888961;;15-16
;;;;;;;;;;;1;25/06/19 12:29;02:25:00;;;;;;;28,991;18,9364;16,4598;;;;;0,939443404410758;;;;;;;
;;;;;;;;;;;2;25/06/19 16:00;05:55:59;;;;;;;27,3831;17,3285;14,8519;;;;;0,847672480708643;;;;;;;
;;;;;;;;;;;3;26/06/19 08:48;22:44:00;;;;;;;20,4802;10,4256;7,949;;;;;0,453689329254372;;;;;;;
;;;;;;;;;;;4;26/06/19 12:19;26:15:00;;;;;;;19,3327;9,2781;6,8015;;;;;0,388195744486553;;;;;;;
;;;;;;;;;;;5;26/06/19 16:15;30:11:00;;;;;;;18,2005;8,1459;5,6693;;;;;0,323575407515639;;;;;;;
;;;;;;;;;;;6;27/06/19 08:49;46:45:00;;;;;;;16,4079;6,3533;3,8767;;;;;0,221262727729327;;;;;;;
;;;;;;;;;;;7;27/06/19 11:54;49:50:00;;;;;;;16,4026;6,348;3,8714;;;;;0,220960230126478;;;;;;;
;;;;;;;;;;;8;27/06/19 16:11;54:07:00;;;;;;;16,3975;6,3429;3,8663;;;;;0,22066914752751;;;;;;;
;;;;;;;;;;;9;28/06/19 08:58;70:54:00;;;;;;;16,3888;6,3342;3,8576;;;;;0,220172594858682;;;;;;;
ROC6;1;Brouté;Témoin;2;1,5;2;1,5;2;2,5;1,9;0;25/06/19 10:05;00:00:00;10,1435;;6,1495;110;94;16;22,8896;12,7461;6,5966;;;-1,32878716480304;-0,578252974496571;1;-1,56163257529109;24:01:32,98;30/12/99 07:41;7,68416666666667;2,60183754776811;;15-16
;;;;;;;;;;;1;25/06/19 12:30;02:25:00;;;;;;;21,8714;11,7279;5,5784;;;;;0,845647757935906;;;;;;;
;;;;;;;;;;;2;25/06/19 16:00;05:54:59;;;;;;;20,3522;10,2087;4,0592;;;;;0,615347300124306;;;;;;;
;;;;;;;;;;;3;26/06/19 08:49;22:43:59;;;;;;;14,319;4,1755;-1,974;;;;;-0,299245065639875;;;;;;;
;;;;;;;;;;;4;26/06/19 12:19;26:14:00;;;;;;;13,5192;3,3757;-2,7738;;;;;-0,420489342994876;;;;;;;
;;;;;;;;;;;5;26/06/19 16:16;30:11:00;;;;;;;12,9318;2,7883;-3,3612;;;;;-0,509535215110814;;;;;;;
;;;;;;;;;;;6;27/06/19 08:49;46:44:00;;;;;;;12,7394;2,5959;-3,5536;;;;;-0,538701755449777;;;;;;;
;;;;;;;;;;;7;27/06/19 11:54;49:49:00;;;;;;;12,7397;2,5962;-3,5533;;;;;-0,538656277476276;;;;;;;
;;;;;;;;;;;8;27/06/19 16:11;54:06:00;;;;;;;12,7382;2,5947;-3,5548;;;;;-0,538883667343783;;;;;;;
;;;;;;;;;;;9;28/06/19 08:59;70:54:00;;;;;;;12,7332;2,5897;-3,5598;;;;;-0,539641633568808;;;;;;;
ROC6;1;Brouté;Témoin;3;3,5;4,5;4,5;4,5;4,5;4,3;0;25/06/19 10:05;00:00:00;10,1485;;8,2475;130;96;34;42,0961;31,9476;23,7001;;;-1,74854068416931;0,0263049408911792;1;-0,60848221284663;23:48:24,86;30/12/99 19:43;19,7211111111111;4,12246135192483;;15-16
;;;;;;;;;;;1;25/06/19 12:30;02:25:00;;;;;;;40,4641;30,3156;22,0681;;;;;0,931139531056831;;;;;;;
;;;;;;;;;;;2;25/06/19 16:01;05:55:59;;;;;;;38,1332;27,9847;19,7372;;;;;0,832789735064409;;;;;;;
;;;;;;;;;;;3;26/06/19 08:49;22:43:59;;;;;;;28,1049;17,9564;9,7089;;;;;0,409656499339665;;;;;;;
;;;;;;;;;;;4;26/06/19 12:20;26:15:00;;;;;;;26,1359;15,9874;7,7399;;;;;0,32657668111105;;;;;;;
;;;;;;;;;;;5;26/06/19 16:17;30:12:00;;;;;;;23,9014;13,7529;5,5054;;;;;0,232294378504732;;;;;;;
;;;;;;;;;;;6;27/06/19 08:50;46:45:00;;;;;;;19,1471;8,9986;0,751099999999998;;;;;0,0316918494014792;;;;;;;
;;;;;;;;;;;7;27/06/19 11:55;49:50:00;;;;;;;18,8628;8,7143;0,466799999999999;;;;;0,0196961194256564;;;;;;;
;;;;;;;;;;;8;27/06/19 16:12;54:07:00;;;;;;;18,6427;8,4942;0,246700000000001;;;;;0,0104092387795832;;;;;;;
;;;;;;;;;;;9;28/06/19 08:59;70:54:00;;;;;;;18,5832;8,4347;0,187200000000001;;;;;0,00789870084936353;;;;;;;
ROC6;1;Brouté;Témoin;4;2,5;2,5;2,5;2;2;2,3;0;03/12/19 08:53;00:00:00;1,3532;5,0703;3,7171;100;66;34;21,4822;20,129;16,4119;20;26;-2,56896420964122;0,0390828871970086;1;-0,581839815235127;24:04:10,54;30/12/99 20:37;20,6241666666667;9,14691560625219;;
;;;;;;;;;;;1;03/12/19 11:17;02:23:59;;;;;;;20,5757;19,2225;15,5054;20;27;;;0,94476568831153;;;;;;;
;;;;;;;;;;;2;03/12/19 18:07;09:14:00;;;;;;;17,9871;16,6339;12,9168;20;30;;;0,787038673157892;;;;;;;
;;;;;;;;;;;3;04/12/19 08:51;23:58:00;;;;;;;11,8239;10,4707;6,7536;20;29;;;0,411506285073636;;;;;;;
;;;;;;;;;;;4;04/12/19 13:09;28:16:00;;;;;;;10,2496;8,8964;5,1793;20,1;28;;;0,315581986241691;;;;;;;
;;;;;;;;;;;5;04/12/19 16:50;31:57:00;;;;;;;8,9368;7,5836;3,8665;20;27;;;0,235591247814086;;;;;;;
;;;;;;;;;;;6;05/12/19 08:38;47:45:00;;;;;;;5,3136;3,9604;0,2433;20;21;;;0,0148246089727576;;;;;;;
;;;;;;;;;;;7;05/12/19 11:38;50:45:00;;;;;;;5,1999;3,8467;0,129600000000001;20,3;26;;;0,00789670909522973;;;;;;;
;;;;;;;;;;;8;05/12/19 16:34;55:41:00;;;;;;;5,1812;3,828;0,1109;20,1;25;;;0,00675729196497663;;;;;;;
;;;;;;;;;;;9;06/12/19 08:29;71:36:00;;;;;;;5,1676;3,8144;0,0973000000000006;20;19;;;0,00592862496115627;;;;;;;
ROC6;1;Non Brouté;Exclos;1;1,5;1,5;2;2;2,5;1,9;0;25/06/19 10:06;00:00:00;10,1285;;4,8467;110;80;30;31,8718;21,7433;16,8966;;;-2,58347574895659;0,0308199393401694;1;-0,741056302005604;23:47:32,57;30/12/99 16:11;16,1930555555556;6,18977861225164;;15-16
;;;;;;;;;;;1;25/06/19 12:31;02:25:00;;;;;;;30,5455;20,417;15,5703;;;;;0,921504918149214;;;;;;;
;;;;;;;;;;;2;25/06/19 16:02;05:56:00;;;;;;;28,5328;18,4043;13,5576;;;;;0,802386278896346;;;;;;;
;;;;;;;;;;;3;26/06/19 08:50;22:44:00;;;;;;;19,3589;9,2304;4,3837;;;;;0,259442728122817;;;;;;;
;;;;;;;;;;;4;26/06/19 12:20;26:14:00;;;;;;;17,9091;7,7806;2,9339;;;;;0,173638483481884;;;;;;;
;;;;;;;;;;;5;26/06/19 16:18;30:12:00;;;;;;;16,4763;6,3478;1,5011;;;;;0,0888403584153024;;;;;;;
;;;;;;;;;;;6;27/06/19 08:50;46:44:00;;;;;;;15,1264;4,9979;0,151199999999999;;;;;0,0089485458612975;;;;;;;
;;;;;;;;;;;7;27/06/19 11:55;49:49:00;;;;;;;15,1288;5,0003;0,153599999999999;;;;;0,00909058627179427;;;;;;;
;;;;;;;;;;;8;27/06/19 16:12;54:06:00;;;;;;;15,1251;4,9966;0,149899999999999;;;;;0,00887160730561171;;;;;;;
;;;;;;;;;;;9;28/06/19 08:59;70:53:00;;;;;;;15,118;4,9895;0,142799999999999;;;;;0,00845140442455875;;;;;;;
ROC6;1;Non Brouté;Exclos;2;3;3,5;5;4;4,5;4;0;25/06/19 10:06;00:00:00;10,0499;;9,8058;110;78;32;43,8083;33,7584;23,9526;;;-1,72634567850841;0,0273001692875646;1;-0,706737492143557;23:43:37,57;30/12/99 16:58;16,9794444444444;3,26337473740031;;15-16
;;;;;;;;;;;1;25/06/19 12:31;02:25:00;;;;;;;42,0203;31,9704;22,1646;;;;;0,925352571328373;;;;;;;
;;;;;;;;;;;2;25/06/19 16:02;05:56:00;;;;;;;39,0888;29,0389;19,2331;;;;;0,802965022586274;;;;;;;
;;;;;;;;;;;3;26/06/19 08:50;22:44:00;;;;;;;26,6185;16,5686;6,7628;;;;;0,282340956722861;;;;;;;
;;;;;;;;;;;4;26/06/19 12:20;26:14:00;;;;;;;24,9006;14,8507;5,0449;;;;;0,210620141446023;;;;;;;
;;;;;;;;;;;5;26/06/19 16:18;30:12:00;;;;;;;23,05;13,0001;3,1943;;;;;0,133359217788466;;;;;;;
;;;;;;;;;;;6;27/06/19 08:51;46:45:00;;;;;;;20,1947;10,1448;0,339000000000002;;;;;0,0141529520803588;;;;;;;
;;;;;;;;;;;7;27/06/19 11:56;49:50:00;;;;;;;20,1201;10,0702;0,264400000000002;;;;;0,0110384676402563;;;;;;;
;;;;;;;;;;;8;27/06/19 16:13;54:07:00;;;;;;;20,0979;10,048;0,2422;;;;;0,010111637150038;;;;;;;
;;;;;;;;;;;9;28/06/19 09:00;70:54:00;;;;;;;20,0809;10,031;0,225200000000001;;;;;0,00940190208996104;;;;;;;
ROC6;1;Non Brouté;Exclos;3;2;3,5;4;4;4;3,5;0;25/06/19 10:07;00:00:00;10,1379;;9,3407;110;86;24;35,8628;25,7249;16,3842;;;-1,11853831580734;0,0222788441979724;1;-0,637683307482916;23:44:30,76;30/12/99 18:49;18,8180555555556;2,5694005802563;;15-16
;;;;;;;;;;;1;25/06/19 12:32;02:25:00;;;;;;;34,7109;24,573;15,2323;;;;;0,929694461737528;;;;;;;
;;;;;;;;;;;2;25/06/19 16:02;05:55:00;;;;;;;32,9293;22,7914;13,4507;;;;;0,820955554741763;;;;;;;
;;;;;;;;;;;3;26/06/19 08:51;22:44:00;;;;;;;25,4219;15,284;5,9433;;;;;0,362745816091112;;;;;;;
;;;;;;;;;;;4;26/06/19 12:21;26:14:00;;;;;;;24,1946;14,0567;4,716;;;;;0,287838283224082;;;;;;;
;;;;;;;;;;;5;26/06/19 16:19;30:12:00;;;;;;;22,9086;12,7707;3,43;;;;;0,209348030419551;;;;;;;
;;;;;;;;;;;6;27/06/19 08:51;46:44:00;;;;;;;19,9096;9,7717;0,431000000000001;;;;;0,0263058312276462;;;;;;;
;;;;;;;;;;;7;27/06/19 11:57;49:50:00;;;;;;;19,754;9,6161;0,275400000000001;;;;;0,0168088768447652;;;;;;;
;;;;;;;;;;;8;27/06/19 16:13;54:06:00;;;;;;;19,6657;9,5278;0,187100000000001;;;;;0,0114195383357137;;;;;;;
;;;;;;;;;;;9;28/06/19 09:00;70:53:00;;;;;;;19,6404;9,5025;0,1618;;;;;0,00987536773232745;;;;;;;
ROC6;1;Non Brouté;Exclos;4;2;3,5;3;3;3,5;3;0;25/06/19 10:07;00:00:00;10,0405;;7,4823;110;82;28;40,2808;30,2403;22,758;;;-1,91415222654185;0,0442911938842334;1;-0,629328640682576;23:44:52,03;30/12/99 19:04;19,0680555555556;3,74216484236131;;15-16
;;;;;;;;;;;1;25/06/19 12:32;02:25:00;;;;;;;38,7014;28,6609;21,1786;;;;;0,93060022849108;;;;;;;
;;;;;;;;;;;2;25/06/19 16:03;05:55:59;;;;;;;36,1862;26,1457;18,6634;;;;;0,820080850689867;;;;;;;
;;;;;;;;;;;3;26/06/19 08:51;22:44:00;;;;;;;26,1371;16,0966;8,6143;;;;;0,378517444415151;;;;;;;
