Date;Parcelle;Traitement;Exclos;Sous_parcelle;Medaille;Temp_eau_thermique;Temp;pH;Type_sol;Humidite_pourc;Temp_wet;Front_degel;Conductivite;Hmoyenne;Hmax_veg;Hmax_repro;Temp_vasculaires;Temp_mousses;Hobo_2017;Prof_hobo;Hobo_2018;Couv_hobo
11/07/2018;71;PA;Exclos;NE;296;;;5,16;Organique;94,1;10,9;20;1;;10;8;NA;10,5;20177068;4,7;10355248;mousse
11/07/2018;71;PA;Exclos;SE;295;;;5,23;Organique;95,4;11;21;3;;4;7,5;NA;9,8;20177068;4,7;10355248;mousse
11/07/2018;71;PA;Exclos;SO;294;;;4,92;Organique;95,7;10,8;21;4;;6;7;NA;9,3;20177068;4,7;10355248;mousse
11/07/2018;71;PA;Exclos;NO;293;;;5,3;Organique;96,1;11,4;21;7;;7;7;NA;10,2;20177068;4,7;10355248;mousse
11/07/2018;71;PA;Temoin;NE;252;;;5,27;Organique;93,8;10,6;20;8;;11;10;NA;10,5;20151607;4;10358216;mousse
11/07/2018;71;PA;Temoin;SE;300;;;5,23;Organique;94,5;11,2;21;10;;10;NA;NA;10,6;20151607;4;10358216;mousse
11/07/2018;71;PA;Temoin;SO;299;;;5,91;Organique;94;10,1;20;10;;10;NA;NA;11,4;20151607;4;10358216;mousse
11/07/2018;71;PA;Temoin;NO;298;;;5,71;Organique;94,3;12,5;20;14;;NA;NA;NA;10,6;20151607;4;10358216;mousse
12/07/2018;72;PA;Exclos;NE;256;;;5,86;Organique;95,7;6,6;20;-1;;10;14;5,4;8,5;20177025;6;1010821;mousse
12/07/2018;72;PA;Exclos;SE;254;;;5,7;Organique;13,7;8,1;30;0;;7;8;6,7;7,8;20177025;6;1010821;mousse
12/07/2018;72;PA;Exclos;SO;253;;;5,43;Organique;5,06;8,6;12;0;;8;9;5,8;8,1;20177025;6;1010821;mousse
12/07/2018;72;PA;Exclos;NO;255;;;4,5;Organique;73;7,5;18;-7;;6,5;8;NA;4,9;20177025;6;1010821;mousse
12/07/2018;72;PA;Temoin;NE;289;;;4,84;Organique;97,4;9,7;28;-1;;9;NA;NA;7,5;20177033;5;236828;mousse
12/07/2018;72;PA;Temoin;SE;290;;;4,9;Organique;98,7;8,7;28;-2;;4,5;NA;NA;7,7;20177033;5;236828;mousse
12/07/2018;72;PA;Temoin;SO;291;;;4,73;Organique;98,3;8,7;27;-2;;9;NA;NA;7,9;20177033;5;236828;mousse
12/07/2018;72;PA;Temoin;NO;288;;;5,8;Organique;96,3;8,7;26;-2;;11;12;NA;7,6;20177033;5;236828;mousse
13/07/2018;51;PH;Exclos;NE;;;;;;;;10;;;;;;;20151585;7;2023615;
13/07/2018;51;PH;Exclos;SE;;;;;;;;9;;;;;;;20151585;7;2023615;
13/07/2018;51;PH;Exclos;SO;;;;;;;;8;;;;;;;20151585;7;2023615;
13/07/2018;51;PH;Exclos;NO;;;;;;;;20;;;;;;;20151585;7;2023615;
13/07/2018;51;PH;Temoin;NE;;;;;;;;20;;;;;;;;7;1010810;
13/07/2018;51;PH;Temoin;SE;;;;;;;;20;;;;;;;;7;1010810;
13/07/2018;51;PH;Temoin;NO;;;;;;;;22;;;;;;;;7;1010810;
13/07/2018;51;PH;Temoin;NO;;;;;;;;21;;;;;;;;7;1010810;
13/07/2018;31;PH;Exclos;NE;;;;;;;;19;;;;;;;1072738;4;236827;
13/07/2018;31;PH;Exclos;SE;;;;;;;;20;;;;;;;1072738;4;236827;
13/07/2018;31;PH;Exclos;SO;;;;;;;;20;;;;;;;1072738;4;236827;
13/07/2018;31;PH;Exclos;NO;;;;;;;;21;;;;;;;1072738;4;236827;
13/07/2018;31;PH;Temoin;NE;;;;;;;;19;;;;;;;10358247;6;10358263;
13/07/2018;31;PH;Temoin;SE;;;;;;;;18;;;;;;;10358247;6;10358263;
13/07/2018;31;PH;Temoin;SO;;;;;;;;18;;;;;;;10358247;6;10358263;
13/07/2018;31;PH;Temoin;NO;;;;;;;;16;;;;;;;10358247;6;10358263;
13/07/2018;43;PAS;Exclos;NE;534;;;;;;;9;;;;;;;;4;2023590;
13/07/2018;43;PAS;Exclos;SE;150;;;;;;;7;;;;;;;;4;2023590;
13/07/2018;43;PAS;Exclos;SO;120;;;;;;;11;;;;;;;;4;2023590;
13/07/2018;43;PAS;Exclos;NO;102;;;;;;;10;;;;;;;;4;2023590;
13/07/2018;43;PAS;Temoin;NE;104;;;;;;;11;;;;;;;;4;9754721;
13/07/2018;43;PAS;Temoin;SE;145;;;;;;;21;;;;;;;;4;9754721;
13/07/2018;43;PAS;Temoin;SO;118;;;;;;;19;;;;;;;;4;9754721;
13/07/2018;43;PAS;Temoin;NO;144;;;;;;;15;;;;;;;;4;9754721;
13/07/2018;26;PAS;Exclos;NE;112;;;;;;;12;;;;;;;20151586;6;2368281;graminés
13/07/2018;26;PAS;Exclos;SE;210;;;;;;;8;;;;;;;20151586;6;2368281;graminés
13/07/2018;26;PAS;Exclos;SO;123;;;;;;;9;;;;;;;20151586;6;2368281;graminés
13/07/2018;26;PAS;Exclos;NO;127;;;;;;;10;;;;;;;20151586;6;2368281;graminés
13/07/2018;26;PAS;Temoin;NE;115;;;;;;;9;;;;;;;20151605;4;10361669;mousse
13/07/2018;26;PAS;Temoin;SE;103;;;;;;;8;;;;;;;20151605;4;10361669;mousse
13/07/2018;26;PAS;Temoin;SO;106;;;;;;;8;;;;;;;20151605;4;10361669;mousse
13/07/2018;26;PAS;Temoin;NO;224;;;;;;;14;;;;;;;20151605;4;10361669;mousse
13/07/2018;ROC7;14;Exclos;NE;105;;;;;;;26;;;;;;;20141227;5;2023617;graminés
13/07/2018;ROC7;14;Exclos;SE;301;;;;;;;22;;;;;;;20141227;5;2023617;graminés
13/07/2018;ROC7;14;Exclos;SO;302;;;;;;;24;;;;;;;20141227;5;2023617;graminés
13/07/2018;ROC7;14;Exclos;NO;122;;;;;;;28;;;;;;;20141227;5;2023617;graminés
13/07/2018;ROC7;14;Temoin;NE;143;;;;;;;20;;;;;;;20156715;7;2368264;mousse
13/07/2018;ROC7;14;Temoin;SE;683;;;;;;;18;;;;;;;20156715;7;2368264;mousse
13/07/2018;ROC7;14;Temoin;SO;114;;;;;;;17;;;;;;;20156715;7;2368264;mousse
13/07/2018;ROC7;14;Temoin;NO;132;;;;;;;19;;;;;;;20156715;7;2368264;mousse
13/07/2018;A1;PR;Exclos;NE;3;;;;;;;16;;;;;;;20151594;8;20178190;mousse
13/07/2018;A1;PR;Exclos;SE;39;;;;;;;22;;;;;;;20151594;8;20178190;mousse
13/07/2018;A1;PR;Exclos;SO;40;;;;;;;15;;;;;;;20151594;8;20178190;mousse
13/07/2018;A1;PR;Exclos;NO;41;;;;;;;18;;;;;;;20151594;8;20178190;mousse
13/07/2018;A1;PR;Temoin;NE;7;;;;;;;19;;;;;;;20177055;4;10361668;mousse
13/07/2018;A1;PR;Temoin;SE;5;;;;;;;18;;;;;;;20177055;4;10361668;mousse
13/07/2018;A1;PR;Temoin;SO;6;;;;;;;13;;;;;;;20177055;4;10361668;mousse
13/07/2018;A1;PR;Temoin;NO;8;;;;;;;9;;;;;;;20177055;4;10361668;mousse
13/07/2018;B1;PR;Exclos;NE;33;;;;;;;;;;;;;;20177028;4;2023609;mousse
13/07/2018;B1;PR;Exclos;SE;32;;;;;;;;;;;;;;20177028;4;2023609;mousse
13/07/2018;B1;PR;Exclos;SO;31;;;;;;;;;;;;;;20177028;4;2023609;mousse
13/07/2018;B1;PR;Exclos;NO;30;;;;;;;;;;;;;;20177028;4;2023609;mousse
13/07/2018;B1;PR;Temoin;NE;15;;;;;;;23;;;;;;;20177039;7;10361671;mousse
13/07/2018;B1;PR;Temoin;SE;16;;;;;;;18;;;;;;;20177039;7;10361671;mousse
13/07/2018;B1;PR;Temoin;SO;17;;;;;;;16;;;;;;;20177039;7;10361671;mousse
13/07/2018;B1;PR;Temoin;NO;18;;;;;;;16;;;;;;;20177039;7;10361671;mousse
13/07/2018;C1;PR;Exclos;NE;13;;;;;;;28;;;;;;;20156701;8;2368268;mousse
13/07/2018;C1;PR;Exclos;SE;12;;;;;;;23;;;;;;;20156701;8;2368268;mousse
13/07/2018;C1;PR;Exclos;SO;36;;;;;;;28;;;;;;;20156701;8;2368268;mousse
13/07/2018;C1;PR;Exclos;NO;35;;;;;;;27;;;;;;;20156701;8;2368268;mousse
13/07/2018;C1;PR;Temoin;NE;38;;;;;;;18;;;;;;;20177045;7;10358257;mousse
13/07/2018;C1;PR;Temoin;SE;37;;;;;;;15;;;;;;;20177045;7;10358257;mousse
13/07/2018;C1;PR;Temoin;SO;9;;;;;;;22;;;;;;;20177045;7;10358257;mousse
13/07/2018;C1;PR;Temoin;NO;10;;;;;;;17;;;;;;;20177045;7;10358257;mousse
13/07/2018;D1;PR;Exclos;NE;44;;;;;;;11;;;;;;;20151597;6;10361673;mousse
13/07/2018;D1;PR;Exclos;SE;47;;;;;;;10;;;;;;;20151597;6;10361673;mousse
13/07/2018;D1;PR;Exclos;SO;46;;;;;;;9;;;;;;;20151597;6;10361673;mousse
13/07/2018;D1;PR;Exclos;NO;43;;;;;;;12;;;;;;;20151597;6;10361673;mousse
13/07/2018;D1;PR;Temoin;NE;2;;;;;;;10;;;;;;;20177023;5;23682955;mousse
13/07/2018;D1;PR;Temoin;SE;1;;;;;;;8;;;;;;;20177023;5;23682955;mousse
13/07/2018;D1;PR;Temoin;SO;49;;;;;;;10;;;;;;;20177023;5;23682955;mousse
13/07/2018;D1;PR;Temoin;NO;48;;;;;;;23;;;;;;;20177023;5;23682955;mousse
14/07/2018;H1;PO;Exclos;NE;22;;;;;;;13;;;;;;;20151608;7;20151588;terre
14/07/2018;H1;PO;Exclos;SE;24;;;;;;;24;;;;;;;20151608;7;20151588;terre
14/07/2018;H1;PO;Exclos;SO;25;;;;;;;16;;;;;;;20151608;7;20151588;terre
14/07/2018;H1;PO;Exclos;NO;23;;;;;;;4;;;;;;;20151608;7;20151588;terre
14/07/2018;H1;PO;Temoin;NE;27;;;;;;;11;;;;;;;20177044;5;20151607;mousse
14/07/2018;H1;PO;Temoin;SE;19;;;;;;;20;;;;;;;20177044;5;20151607;mousse
14/07/2018;H1;PO;Temoin;SO;20;;;;;;;23;;;;;;;20177044;5;20151607;mousse
14/07/2018;H1;PO;Temoin;NO;26;;;;;;;17;;;;;;;20177044;5;20151607;mousse
14/07/2018;G1;PO;Exclos;NE;282;;;;;;;11;;;;;;;20177040;6;10727388;mousse
14/07/2018;G1;PO;Exclos;SE;280;;;;;;;17;;;;;;;20177040;6;10727388;mousse
14/07/2018;G1;PO;Exclos;SO;279;;;;;;;13;;;;;;;20177040;6;10727388;mousse
14/07/2018;G1;PO;Exclos;NO;281;;;;;;;12;;;;;;;20177040;6;10727388;mousse
14/07/2018;G1;PO;Temoin;NE;284;;;;;;;22;;;;;;;2177047;5,5;20151594;mousse
14/07/2018;G1;PO;Temoin;SE;286;;;;;;;14;;;;;;;2177047;5,5;20151594;mousse
14/07/2018;G1;PO;Temoin;SO;285;;;;;;;0;;;;;;;2177047;5,5;20151594;mousse
14/07/2018;G1;PO;Temoin;NO;283;;;;;;;10;;;;;;;2177047;5,5;20151594;mousse
14/07/2018;F1;PO;Exclos;NE;260;;;;;;;23;;;;;;;20177046;7;10358247;mousse
14/07/2018;F1;PO;Exclos;SE;258;;;;;;;11;;;;;;;20177046;7;10358247;mousse
14/07/2018;F1;PO;Exclos;SO;259;;;;;;;13;;;;;;;20177046;7;10358247;mousse
14/07/2018;F1;PO;Exclos;NO;261;;;;;;;24;;;;;;;20177046;7;10358247;mousse
14/07/2018;F1;PO;Temoin;NE;275;;;;;;;18;;;;;;;20151611;6;20177023;terre
14/07/2018;F1;PO;Temoin;SE;274;;;;;;;18;;;;;;;20151611;6;20177023;terre
14/07/2018;F1;PO;Temoin;SO;276;;;;;;;20;;;;;;;20151611;6;20177023;terre
14/07/2018;F1;PO;Temoin;NO;277;;;;;;;25;;;;;;;20151611;6;20177023;terre
14/07/2018;E1;PO;Exclos;NE;266;;;;;;;23;;;;;;;10727378;8;2023605;mousse
14/07/2018;E1;PO;Exclos;SE;264;;;;;;;5;;;;;;;10727378;8;2023605;mousse
14/07/2018;E1;PO;Exclos;SO;263;;;;;;;25;;;;;;;10727378;8;2023605;mousse
14/07/2018;E1;PO;Exclos;NO;267;;;;;;;2;;;;;;;10727378;8;2023605;mousse
14/07/2018;E1;PO;Temoin;NE;271;;;;;;;13;;;;;;;20156682;7;10355251;mousse
14/07/2018;E1;PO;Temoin;SE;269;;;;;;;7;;;;;;;20156682;7;10355251;mousse
14/07/2018;E1;PO;Temoin;SO;268;;;;;;;20;;;;;;;20156682;7;10355251;mousse
14/07/2018;E1;PO;Temoin;NO;270;;;;;;;17;;;;;;;20156682;7;10355251;mousse
13/07/2018;ROC7;1;Exclos;NE;304;;;;;;;15;;;;;;;20145727;5;2368266;mousse
13/07/2018;ROC7;1;Exclos;SE;306;;;;;;;18;;;;;;;20145727;5;2368266;mousse
13/07/2018;ROC7;1;Exclos;SO;307;;;;;;;18;;;;;;;20145727;5;2368266;mousse
13/07/2018;ROC7;1;Exclos;NO;305;;;;;;;16;;;;;;;20145727;5;2368266;mousse
13/07/2018;ROC7;1;Temoin;NE;312;;;;;;;20;;;;;;;20156706;5;2368284;mousse
13/07/2018;ROC7;1;Temoin;SE;310;;;;;;;20;;;;;;;20156706;5;2368284;mousse
13/07/2018;ROC7;1;Temoin;SO;309;;;;;;;20;;;;;;;20156706;5;2368284;mousse
13/07/2018;ROC7;1;Temoin;NO;311;;;;;;;22;;;;;;;20156706;5;2368284;mousse
13/07/2018;ROC7;10;Exclos;NE;316;;;;;;;7;;;;;;;20151588;5;2023619;mousse
13/07/2018;ROC7;10;Exclos;SE;317;;;;;;;13;;;;;;;20151588;5;2023619;mousse
13/07/2018;ROC7;10;Exclos;SO;315;;;;;;;10;;;;;;;20151588;5;2023619;mousse
13/07/2018;ROC7;10;Exclos;NO;314;;;;;;;9;;;;;;;20151588;5;2023619;mousse
13/07/2018;ROC7;10;Temoin;NE;320;;;;;;;16;;;;;;;20156685;6;9754715;mousse
13/07/2018;ROC7;10;Temoin;SE;317;;;;;;;12;;;;;;;20156685;6;9754715;mousse
13/07/2018;ROC7;10;Temoin;SO;321;;;;;;;10;;;;;;;20156685;6;9754715;mousse
13/07/2018;ROC7;10;Temoin;NO;322;;;;;;;16;;;;;;;20156685;6;9754715;mousse
13/07/2018;ROC7;6;Exclos;NE;325;;;;;;;10;;;;;;;10727383;6;10361667;graminées
13/07/2018;ROC7;6;Exclos;SE;327;;;;;;;8;;;;;;;10727383;6;10361667;graminées
13/07/2018;ROC7;6;Exclos;SO;326;;;;;;;10;;;;;;;10727383;6;10361667;graminées
13/07/2018;ROC7;6;Exclos;NO;324;;;;;;;10;;;;;;;10727383;6;10361667;graminées
13/07/2018;ROC7;6;Temoin;NE;329;;;;;;;19;;;;;;;20145728;5;20177041;mousse
13/07/2018;ROC7;6;Temoin;SE;331;;;;;;;20;;;;;;;20145728;5;20177041;mousse
13/07/2018;ROC7;6;Temoin;SO;332;;;;;;;23;;;;;;;20145728;5;20177041;mousse
13/07/2018;ROC7;6;Temoin;NO;330;;;;;;;21;;;;;;;20145728;5;20177041;mousse
13/07/2018;ROC7;4;Exclos;NE;336;;;;;;;25;;;;;;;20156683;5;1010808;mousse
13/07/2018;ROC7;4;Exclos;SE;337;;;;;;;24;;;;;;;20156683;5;1010808;mousse
13/07/2018;ROC7;4;Exclos;SO;335;;;;;;;24;;;;;;;20156683;5;1010808;mousse
13/07/2018;ROC7;4;Exclos;NO;334;;;;;;;25;;;;;;;20156683;5;1010808;mousse
13/07/2018;ROC7;4;Temoin;NE;342;;;;;;;23;;;;;;;20156704;4;20172486;mousse et graminés
13/07/2018;ROC7;4;Temoin;SE;341;;;;;;;22;;;;;;;20156704;4;20172486;mousse et graminés
13/07/2018;ROC7;4;Temoin;SO;339;;;;;;;25;;;;;;;20156704;4;20172486;mousse et graminés
13/07/2018;ROC7;4;Temoin;NO;340;;;;;;;24;;;;;;;20156704;4;20172486;mousse et graminés
14/07/2018;ROC6;1;Exclos;NE;350;;;;;;;17;;;;;;;20156681;6;2368285;mousse et graminés
14/07/2018;ROC6;1;Exclos;SE;349;;;;;;;15;;;;;;;20156681;6;2368285;mousse et graminés
14/07/2018;ROC6;1;Exclos;SO;348;;;;;;;16;;;;;;;20156681;6;2368285;mousse et graminés
14/07/2018;ROC6;1;Exclos;NO;347;;;;;;;16;;;;;;;20156681;6;2368285;mousse et graminés
14/07/2018;ROC6;1;Temoin;NE;345;;;;;;;19;;;;;;;10122889;5;20177067;mousse
14/07/2018;ROC6;1;Temoin;SE;344;;;;;;;20;;;;;;;10122889;5;20177067;mousse
14/07/2018;ROC6;1;Temoin;SO;343;;;;;;;20;;;;;;;10122889;5;20177067;mousse
14/07/2018;ROC6;1;Temoin;NO;51;;;;;;;19;;;;;;;10122889;5;20177067;mousse
14/07/2018;ROC6;6;Exclos;NE;56;;;;;;;10;;;;;;;20141226;5;10358264;mousse et graminés
14/07/2018;ROC6;6;Exclos;SE;55;;;;;;;13;;;;;;;20141226;5;10358264;mousse et graminés
14/07/2018;ROC6;6;Exclos;SO;54;;;;;;;9;;;;;;;20141226;5;10358264;mousse et graminés
14/07/2018;ROC6;6;Exclos;NO;53;;;;;;;12;;;;;;;20141226;5;10358264;mousse et graminés
14/07/2018;ROC6;6;Temoin;NE;60;;;;;;;20;;;;;;;20156689;8;1191690;mousse
14/07/2018;ROC6;6;Temoin;SE;59;;;;;;;22;;;;;;;20156689;8;1191690;mousse
14/07/2018;ROC6;6;Temoin;SO;58;;;;;;;20;;;;;;;20156689;8;1191690;mousse
14/07/2018;ROC6;6;Temoin;NO;57;;;;;;;17;;;;;;;20156689;8;1191690;mousse
14/07/2018;ROC6;10;Exclos;NE;98;;;;;;;16;;;;;;;20156707;4;10347278;lichen
14/07/2018;ROC6;10;Exclos;SE;97;;;;;;;17;;;;;;;20156707;4;10347278;lichen
14/07/2018;ROC6;10;Exclos;SO;96;;;;;;;20;;;;;;;20156707;4;10347278;lichen
14/07/2018;ROC6;10;Exclos;NO;95;;;;;;;19;;;;;;;20156707;4;10347278;lichen
14/07/2018;ROC6;10;Temoin;NE;93;;;;;;;20;;;;;;;20156686;5;20153863;mousse
14/07/2018;ROC6;10;Temoin;SE;92;;;;;;;20;;;;;;;20156686;5;20153863;mousse
14/07/2018;ROC6;10;Temoin;SO;91;;;;;;;20;;;;;;;20156686;5;20153863;mousse
14/07/2018;ROC6;10;Temoin;NO;90;;;;;;;21;;;;;;;20156686;5;20153863;mousse
14/07/2018;ROC6;4;Exclos;NE;65;;;;;;;19;;;;;;;20156709;5;10169520;graminées
14/07/2018;ROC6;4;Exclos;SE;64;;;;;;;23;;;;;;;20156709;5;10169520;graminées
14/07/2018;ROC6;4;Exclos;SO;63;;;;;;;22;;;;;;;20156709;5;10169520;graminées
14/07/2018;ROC6;4;Exclos;NO;62;;;;;;;20;;;;;;;20156709;5;10169520;graminées
14/07/2018;ROC6;4;Temoin;NE;69;;;;;;;20;;;;;;;20151595;7;1180101;mousse
14/07/2018;ROC6;4;Temoin;SE;68;;;;;;;21;;;;;;;20151595;7;1180101;mousse
14/07/2018;ROC6;4;Temoin;SO;67;;;;;;;21;;;;;;;20151595;7;1180101;mousse
14/07/2018;ROC6;4;Temoin;NO;66;;;;;;;21;;;;;;;20151595;7;1180101;mousse
14/07/2018;ROC6;14;Exclos;NE;87;;;;;;;15;;;;;;;20156690;9;10358255;graminées
14/07/2018;ROC6;14;Exclos;SE;86;;;;;;;11;;;;;;;20156690;9;10358255;graminées
14/07/2018;ROC6;14;Exclos;SO;85;;;;;;;5;;;;;;;20156690;9;10358255;graminées
14/07/2018;ROC6;14;Exclos;NO;84;;;;;;;4;;;;;;;20156690;9;10358255;graminées
14/07/2018;ROC6;14;Temoin;NE;74;;;;;;;18;;;;;;;20156712;4;2368269;mousse
14/07/2018;ROC6;14;Temoin;SE;73;;;;;;;22;;;;;;;20156712;4;2368269;mousse
14/07/2018;ROC6;14;Temoin;SO;72;;;;;;;20;;;;;;;20156712;4;2368269;mousse
14/07/2018;ROC6;14;Temoin;NO;71;;;;;;;20;;;;;;;20156712;4;2368269;mousse
14/07/2018;ROC8;14;Exclos;NE;445;;;;;;;18;;;;;;;20156688;8;20178200;graminées
14/07/2018;ROC8;14;Exclos;SE;444;;;;;;;20;;;;;;;20156688;8;20178200;graminées
14/07/2018;ROC8;14;Exclos;SO;443;;;;;;;17;;;;;;;20156688;8;20178200;graminées
14/07/2018;ROC8;14;Exclos;NO;442;;;;;;;14;;;;;;;20156688;8;20178200;graminées
14/07/2018;ROC8;14;Temoin;NE;440;;;;;;;17;;;;;;;20156687;6;10169524;mousse et graminées
